"scientific_name","common_name","state_code","designation","source","designation_db","gs_name","fetched_at"
"Elymus repens","Quackgrass","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Elymus repens",2026-01-22 18:30:31.462679
"Cardaria draba","Hoary cress","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Cardaria draba",2026-01-22 18:30:31.462679
"Lepidium latifolium","Perennial pepperweed","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Lepidium latifolium",2026-01-22 18:30:31.462679
"Leucanthemum vulgare","Ox-eye daisy","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Leucanthemum vulgare",2026-01-22 18:30:31.462679
"Franseria discolor","Skeletonleaf bursage","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Franseria discolor",2026-01-22 18:30:31.462679
"Centaurea repens","Russian knapweed","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Centaurea repens",2026-01-22 18:30:31.462679
"Linaria vulgaris","Yellow toadflax","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Linaria vulgaris",2026-01-22 18:30:31.462679
"Linaria dalmatica","Dalmatian toadflax","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Linaria dalmatica",2026-01-22 18:30:31.462679
"Onopordum acanthium","Scotch thistle","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Onopordum acanthium",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Carduus nutans",2026-01-22 18:30:31.462679
"Arctium minus","Common burdock","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Arctium minus",2026-01-22 18:30:31.462679
"Carduus acanthoides","Plumeless thistle","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Carduus acanthoides",2026-01-22 18:30:31.462679
"Isatis tinctoria","Dyers woad","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Isatis tinctoria",2026-01-22 18:30:31.462679
"Cynoglossum officinale","Houndstongue","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Cynoglossum officinale",2026-01-22 18:30:31.462679
"Centaurea maculosa","Spotted knapweed","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Centaurea maculosa",2026-01-22 18:30:31.462679
"Centaurea diffusa","Diffuse knapweed","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Centaurea diffusa",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Tamarix spp","Saltcedar","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Tamarix spp",2026-01-22 18:30:31.462679
"Hypericum perforatum","Common St. Johnswort","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Hypericum perforatum",2026-01-22 18:30:31.462679
"Tanacetum vulgare","Common tansy","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Tanacetum vulgare",2026-01-22 18:30:31.462679
"Elaeagnus angustifolia","Russian olive","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Elaeagnus angustifolia",2026-01-22 18:30:31.462679
"Hyoscyamus niger","Black henbane","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Hyoscyamus niger",2026-01-22 18:30:31.462679
"Verbascum thapsus","Common mullein","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Verbascum thapsus",2026-01-22 18:30:31.462679
"Centaurea solstitialis","Yellow starthistle","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Centaurea solstitialis",2026-01-22 18:30:31.462679
"Ventenata dubia","Ventenata","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Ventenata dubia",2026-01-22 18:30:31.462679
"Taeniatherum caput-medusae","Medusahead rye","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Taeniatherum caput-medusae",2026-01-22 18:30:31.462679
"Amaranthus palmeri","Palmer amaranth","WY","State Designated Noxious","Wyoming Weed & Pest Council","Invasive","Amaranthus palmeri",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Rorippa austriaca","Austrian fieldcress","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Rorippa austriaca",2026-01-22 18:30:31.462679
"Galinsoga parviflora","Galinsoga","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Galinsoga parviflora",2026-01-22 18:30:31.462679
"Galeopsis tetrahit","Hempnettle","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Galeopsis tetrahit",2026-01-22 18:30:31.462679
"Solanum carolinense","Horsenettle","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Solanum carolinense",2026-01-22 18:30:31.462679
"Acroptilon repens","Russian knapweed","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Acroptilon repens",2026-01-22 18:30:31.462679
"Lactuca pulchella","Blue-flowering lettuce","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Lactuca pulchella",2026-01-22 18:30:31.462679
"Elymus repens","Quackgrass","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Elymus repens",2026-01-22 18:30:31.462679
"Sonchus arvensis","Perennial sowthistle","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Sonchus arvensis",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Cardaria draba","Whitetop","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Cardaria draba",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Hieracium aurantiacum","Orange hawkweed","AK","Prohibited","Alaska DNR Plant Materials Center","Invasive","Hieracium aurantiacum",2026-01-22 18:30:31.462679
"Poa annua","Annual bluegrass","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Poa annua",2026-01-22 18:30:31.462679
"Lappula echinata","Blue burr","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Lappula echinata",2026-01-22 18:30:31.462679
"Brassica juncea","Mustard","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Brassica juncea",2026-01-22 18:30:31.462679
"Avena fatua","Wild oats","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Avena fatua",2026-01-22 18:30:31.462679
"Plantago lanceolata","Buckhorn plantain","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Plantago lanceolata",2026-01-22 18:30:31.462679
"Raphanus raphanistrum","Radish","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Raphanus raphanistrum",2026-01-22 18:30:31.462679
"Linaria vulgaris","Yellow toadflax","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Linaria vulgaris",2026-01-22 18:30:31.462679
"Vicia cracca","Tufted vetch","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Vicia cracca",2026-01-22 18:30:31.462679
"Polygonum convolvulus","Wild buckwheat","AK","Restricted","Alaska DNR Plant Materials Center","Invasive-Low","Polygonum convolvulus",2026-01-22 18:30:31.462679
"Artemisia absinthium","Absinth wormwood","SD","State Noxious","South Dakota DANR","Invasive","Artemisia absinthium",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","SD","State Noxious","South Dakota DANR","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","SD","State Noxious","South Dakota DANR","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Sonchus arvensis","Perennial sow thistle","SD","State Noxious","South Dakota DANR","Invasive","Sonchus arvensis",2026-01-22 18:30:31.462679
"Cardaria draba","Hoary cress","SD","State Noxious","South Dakota DANR","Invasive","Cardaria draba",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","SD","State Noxious","South Dakota DANR","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Tamarix ramosissima","Salt cedar","SD","State Noxious","South Dakota DANR","Invasive","Tamarix ramosissima",2026-01-22 18:30:31.462679
"Artemisia absinthium","Absinth wormwood","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Artemisia absinthium",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Linaria dalmatica","Dalmatian toadflax","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Linaria dalmatica",2026-01-22 18:30:31.462679
"Centaurea diffusa","Diffuse knapweed","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Centaurea diffusa",2026-01-22 18:30:31.462679
"Cynoglossum officinale","Houndstongue","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Cynoglossum officinale",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Carduus nutans",2026-01-22 18:30:31.462679
"Amaranthus palmeri","Palmer amaranth","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Amaranthus palmeri",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Centaurea repens","Russian knapweed","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Centaurea repens",2026-01-22 18:30:31.462679
"Tamarix spp","Saltcedar","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Tamarix spp",2026-01-22 18:30:31.462679
"Centaurea maculosa","Spotted knapweed","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Centaurea maculosa",2026-01-22 18:30:31.462679
"Linaria vulgaris","Yellow toadflax","ND","State Noxious","North Dakota Department of Agriculture","Invasive","Linaria vulgaris",2026-01-22 18:30:31.462679
"Acer ginnala","Amur maple","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Acer ginnala",2026-01-22 18:30:31.462679
"Acer platanoides","Norway maple","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Acer platanoides",2026-01-22 18:30:31.462679
"Aegopodium podagraria","Bishop's weed","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Aegopodium podagraria",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Ailanthus altissima",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Alliaria petiolata",2026-01-22 18:30:31.462679
"Amorpha fruticosa","False indigo","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Amorpha fruticosa",2026-01-22 18:30:31.462679
"Ampelopsis glandulosa","Porcelainberry","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Ampelopsis glandulosa",2026-01-22 18:30:31.462679
"Artemisia vulgaris","Common mugwort","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Artemisia vulgaris",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Berberis thunbergii",2026-01-22 18:30:31.462679
"Berberis vulgaris","Common barberry","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Berberis vulgaris",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Asiatic bittersweet","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Euonymus alatus","Winged euonymus","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Euonymus alatus",2026-01-22 18:30:31.462679
"Euphorbia cyparissias","Cypress spurge","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Euphorbia cyparissias",2026-01-22 18:30:31.462679
"Fallopia baldschuanica","Chinese bindweed","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Fallopia baldschuanica",2026-01-22 18:30:31.462679
"Fallopia japonica","Japanese knotweed","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Fallopia japonica",2026-01-22 18:30:31.462679
"Frangula alnus","Glossy buckthorn","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Frangula alnus",2026-01-22 18:30:31.462679
"Hesperis matronalis","Dame's rocket","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Hesperis matronalis",2026-01-22 18:30:31.462679
"Impatiens glandulifera","Ornamental jewelweed","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Impatiens glandulifera",2026-01-22 18:30:31.462679
"Iris pseudacorus","Yellow iris","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Iris pseudacorus",2026-01-22 18:30:31.462679
"Ligustrum vulgare","Common privet","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Ligustrum vulgare",2026-01-22 18:30:31.462679
"Lonicera japonica","Japanese honeysuckle","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Lonicera japonica",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrow's honeysuckle","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera tatarica","Tatarian honeysuckle","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Lonicera tatarica",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Microstegium vimineum","Stilt grass","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Microstegium vimineum",2026-01-22 18:30:31.462679
"Paulownia tomentosa","Paulownia","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Paulownia tomentosa",2026-01-22 18:30:31.462679
"Persicaria perfoliata","Mile-a-minute weed","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Persicaria perfoliata",2026-01-22 18:30:31.462679
"Phellodendron amurense","Amur cork tree","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Phellodendron amurense",2026-01-22 18:30:31.462679
"Populus alba","White cottonwood","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Populus alba",2026-01-22 18:30:31.462679
"Robinia pseudoacacia","Black locust","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Robinia pseudoacacia",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Rosa multiflora",2026-01-22 18:30:31.462679
"Alnus glutinosa","European alder","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Alnus glutinosa",2026-01-22 18:30:31.462679
"Angelica sylvestris","Woodland angelica","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Angelica sylvestris",2026-01-22 18:30:31.462679
"Anthriscus sylvestris","Wild chervil","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Anthriscus sylvestris",2026-01-22 18:30:31.462679
"Aralia elata","Japanese angelica tree","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Aralia elata",2026-01-22 18:30:31.462679
"Butomus umbellatus","Flowering rush","ME","Do Not Sell","Maine DACF Invasive Plants","Invasive","Butomus umbellatus",2026-01-22 18:30:31.462679
