scientific_name,state_code,source,observation_count
Zonotrichia leucophrys,OR,eBird,NA
Zonotrichia atricapilla,OR,eBird,NA
Zonotrichia querula,OR,eBird,NA
Zonotrichia albicollis,OR,eBird,NA
Artemisiospiza nevadensis,OR,eBird,NA
Pooecetes gramineus,OR,eBird,NA
Ammospiza leconteii,OR,eBird,NA
Passerculus sandwichensis,OR,eBird,NA
Melospiza melodia,OR,eBird,NA
Melospiza lincolnii,OR,eBird,NA
Melospiza georgiana,OR,eBird,NA
Melozone crissalis,OR,eBird,NA
Pipilo chlorurus,OR,eBird,NA
Pipilo maculatus,OR,eBird,NA
Pipilo erythrophthalmus,OR,eBird,NA
Icteria virens,OR,eBird,NA
Xanthocephalus xanthocephalus,OR,eBird,NA
Dolichonyx oryzivorus,OR,eBird,NA
Sturnella neglecta,OR,eBird,NA
Icterus spurius,OR,eBird,NA
Icterus cucullatus,OR,eBird,NA
Icterus pustulatus,OR,eBird,NA
Icterus bullockii,OR,eBird,NA
Icterus galbula,OR,eBird,NA
Icterus parisorum,OR,eBird,NA
Agelaius phoeniceus,OR,eBird,NA
Agelaius tricolor,OR,eBird,NA
Molothrus ater,OR,eBird,NA
Euphagus carolinus,OR,eBird,NA
Euphagus cyanocephalus,OR,eBird,NA
Quiscalus quiscula,OR,eBird,NA
Quiscalus mexicanus,OR,eBird,NA
Seiurus aurocapilla,OR,eBird,NA
Helmitheros vermivorum,OR,eBird,NA
Parkesia motacilla,OR,eBird,NA
Parkesia noveboracensis,OR,eBird,NA
Vermivora chrysoptera,OR,eBird,NA
Vermivora cyanoptera,OR,eBird,NA
Mniotilta varia,OR,eBird,NA
Protonotaria citrea,OR,eBird,NA
Leiothlypis peregrina,OR,eBird,NA
Leiothlypis celata,OR,eBird,NA
Leiothlypis luciae,OR,eBird,NA
Leiothlypis ruficapilla,OR,eBird,NA
Leiothlypis virginiae,OR,eBird,NA
Geothlypis tolmiei,OR,eBird,NA
Geothlypis philadelphia,OR,eBird,NA
Geothlypis formosa,OR,eBird,NA
Geothlypis trichas,OR,eBird,NA
Setophaga citrina,OR,eBird,NA
Setophaga ruticilla,OR,eBird,NA
Setophaga tigrina,OR,eBird,NA
Setophaga americana,OR,eBird,NA
Setophaga magnolia,OR,eBird,NA
Setophaga castanea,OR,eBird,NA
Setophaga fusca,OR,eBird,NA
Setophaga aestiva,OR,eBird,NA
Setophaga pensylvanica,OR,eBird,NA
Setophaga striata,OR,eBird,NA
Setophaga caerulescens,OR,eBird,NA
Setophaga palmarum,OR,eBird,NA
Setophaga pinus,OR,eBird,NA
Setophaga coronata,OR,eBird,NA
Setophaga dominica,OR,eBird,NA
Setophaga discolor,OR,eBird,NA
Setophaga graciae,OR,eBird,NA
Setophaga nigrescens,OR,eBird,NA
Setophaga townsendi,OR,eBird,NA
Setophaga occidentalis,OR,eBird,NA
Setophaga virens,OR,eBird,NA
Cardellina canadensis,OR,eBird,NA
Cardellina pusilla,OR,eBird,NA
Myioborus pictus,OR,eBird,NA
Piranga rubra,OR,eBird,NA
Piranga olivacea,OR,eBird,NA
Piranga ludoviciana,OR,eBird,NA
Cardinalis sinuatus,OR,eBird,NA
Pheucticus ludovicianus,OR,eBird,NA
Pheucticus melanocephalus,OR,eBird,NA
Passerina caerulea,OR,eBird,NA
Passerina amoena,OR,eBird,NA
Passerina cyanea,OR,eBird,NA
Passerina ciris,OR,eBird,NA
Spiza americana,OR,eBird,NA
Sicalis flaveola,OR,eBird,NA
Dromaius novaehollandiae,PA,eBird,NA
Dendrocygna autumnalis,PA,eBird,NA
Anser indicus,PA,eBird,NA
Anser caerulescens,PA,eBird,NA
Anser rossii,PA,eBird,NA
Anser anser,PA,eBird,NA
Anser cygnoides,PA,eBird,NA
Anser albifrons,PA,eBird,NA
Anser erythropus,PA,eBird,NA
Anser serrirostris,PA,eBird,NA
Anser brachyrhynchus,PA,eBird,NA
Branta bernicla,PA,eBird,NA
Branta leucopsis,PA,eBird,NA
Branta hutchinsii,PA,eBird,NA
Branta canadensis,PA,eBird,NA
Cygnus olor,PA,eBird,NA
Cygnus atratus,PA,eBird,NA
Cygnus buccinator,PA,eBird,NA
Cygnus columbianus,PA,eBird,NA
Cygnus cygnus,PA,eBird,NA
Alopochen aegyptiaca,PA,eBird,NA
Tadorna ferruginea,PA,eBird,NA
Tadorna tadorna,PA,eBird,NA
Cairina moschata,PA,eBird,NA
Callonetta leucophrys,PA,eBird,NA
Aix sponsa,PA,eBird,NA
Aix galericulata,PA,eBird,NA
Chenonetta jubata,PA,eBird,NA
Spatula querquedula,PA,eBird,NA
Spatula discors,PA,eBird,NA
Spatula cyanoptera,PA,eBird,NA
Spatula clypeata,PA,eBird,NA
Mareca strepera,PA,eBird,NA
Mareca penelope,PA,eBird,NA
Mareca americana,PA,eBird,NA
Anas platyrhynchos,PA,eBird,NA
Anas rubripes,PA,eBird,NA
Anas fulvigula,PA,eBird,NA
Anas bahamensis,PA,eBird,NA
Anas acuta,PA,eBird,NA
Anas crecca,PA,eBird,NA
Netta rufina,PA,eBird,NA
Aythya valisineria,PA,eBird,NA
Aythya americana,PA,eBird,NA
Aythya collaris,PA,eBird,NA
Aythya fuligula,PA,eBird,NA
Aythya marila,PA,eBird,NA
Aythya affinis,PA,eBird,NA
Somateria spectabilis,PA,eBird,NA
Somateria mollissima,PA,eBird,NA
Histrionicus histrionicus,PA,eBird,NA
Melanitta perspicillata,PA,eBird,NA
Melanitta deglandi,PA,eBird,NA
Melanitta americana,PA,eBird,NA
Clangula hyemalis,PA,eBird,NA
Bucephala albeola,PA,eBird,NA
Bucephala clangula,PA,eBird,NA
Bucephala islandica,PA,eBird,NA
Lophodytes cucullatus,PA,eBird,NA
Mergus merganser,PA,eBird,NA
Mergus serrator,PA,eBird,NA
Nomonyx dominicus,PA,eBird,NA
Oxyura jamaicensis,PA,eBird,NA
Numida meleagris,PA,eBird,NA
Colinus virginianus,PA,eBird,NA
Meleagris gallopavo,PA,eBird,NA
Bonasa umbellus,PA,eBird,NA
Perdix perdix,PA,eBird,NA
Chrysolophus pictus,PA,eBird,NA
Phasianus colchicus,PA,eBird,NA
Phasianus versicolor,PA,eBird,NA
Pavo cristatus,PA,eBird,NA
Gallus gallus,PA,eBird,NA
Alectoris rufa,PA,eBird,NA
Alectoris chukar,PA,eBird,NA
Columba livia,PA,eBird,NA
Patagioenas fasciata,PA,eBird,NA
Ectopistes migratorius,PA,eBird,NA
Streptopelia decaocto,PA,eBird,NA
Streptopelia roseogrisea,PA,eBird,NA
Columbina passerina,PA,eBird,NA
Zenaida asiatica,PA,eBird,NA
Zenaida macroura,PA,eBird,NA
Coccyzus americanus,PA,eBird,NA
Coccyzus erythropthalmus,PA,eBird,NA
Chordeiles minor,PA,eBird,NA
Antrostomus carolinensis,PA,eBird,NA
Antrostomus vociferus,PA,eBird,NA
Chaetura pelagica,PA,eBird,NA
Archilochus colubris,PA,eBird,NA
Archilochus alexandri,PA,eBird,NA
Nesophlox evelynae,PA,eBird,NA
Calypte anna,PA,eBird,NA
Selasphorus calliope,PA,eBird,NA
Selasphorus rufus,PA,eBird,NA
Selasphorus sasin,PA,eBird,NA
Cynanthus latirostris,PA,eBird,NA
Rallus elegans,PA,eBird,NA
Rallus crepitans,PA,eBird,NA
Rallus limicola,PA,eBird,NA
Crex crex,PA,eBird,NA
Pardirallus maculatus,PA,eBird,NA
Porzana carolina,PA,eBird,NA
Gallinula galeata,PA,eBird,NA
Fulica americana,PA,eBird,NA
Porphyrio martinica,PA,eBird,NA
Coturnicops noveboracensis,PA,eBird,NA
Laterallus jamaicensis,PA,eBird,NA
Aramus guarauna,PA,eBird,NA
Antigone canadensis,PA,eBird,NA
Himantopus mexicanus,PA,eBird,NA
Recurvirostra americana,PA,eBird,NA
Haematopus palliatus,PA,eBird,NA
Pluvialis squatarola,PA,eBird,NA
Pluvialis dominica,PA,eBird,NA
Pluvialis fulva,PA,eBird,NA
Charadrius vociferus,PA,eBird,NA
Charadrius semipalmatus,PA,eBird,NA
Charadrius melodus,PA,eBird,NA
Anarhynchus wilsonia,PA,eBird,NA
Anarhynchus nivosus,PA,eBird,NA
Bartramia longicauda,PA,eBird,NA
Numenius hudsonicus,PA,eBird,NA
Numenius americanus,PA,eBird,NA
Limosa limosa,PA,eBird,NA
Limosa haemastica,PA,eBird,NA
Limosa fedoa,PA,eBird,NA
Limnodromus griseus,PA,eBird,NA
Limnodromus scolopaceus,PA,eBird,NA
Scolopax minor,PA,eBird,NA
Gallinago delicata,PA,eBird,NA
Phalaropus tricolor,PA,eBird,NA
Phalaropus fulicarius,PA,eBird,NA
Phalaropus lobatus,PA,eBird,NA
Actitis macularius,PA,eBird,NA
Tringa solitaria,PA,eBird,NA
Tringa flavipes,PA,eBird,NA
Tringa semipalmata,PA,eBird,NA
Tringa melanoleuca,PA,eBird,NA
Arenaria interpres,PA,eBird,NA
Calidris canutus,PA,eBird,NA
Calidris virgata,PA,eBird,NA
Calidris pugnax,PA,eBird,NA
Calidris ferruginea,PA,eBird,NA
Calidris himantopus,PA,eBird,NA
Calidris subruficollis,PA,eBird,NA
Calidris alba,PA,eBird,NA
Calidris alpina,PA,eBird,NA
Calidris maritima,PA,eBird,NA
Calidris bairdii,PA,eBird,NA
Calidris minuta,PA,eBird,NA
Calidris fuscicollis,PA,eBird,NA
Calidris minutilla,PA,eBird,NA
Calidris melanotos,PA,eBird,NA
Calidris mauri,PA,eBird,NA
Calidris pusilla,PA,eBird,NA
Stercorarius longicaudus,PA,eBird,NA
Stercorarius parasiticus,PA,eBird,NA
Stercorarius pomarinus,PA,eBird,NA
Stercorarius maccormicki,PA,eBird,NA
Brachyramphus perdix,PA,eBird,NA
Cepphus grylle,PA,eBird,NA
Alle alle,PA,eBird,NA
Uria lomvia,PA,eBird,NA
Synthliboramphus antiquus,PA,eBird,NA
Hydrocoloeus minutus,PA,eBird,NA
Rhodostethia rosea,PA,eBird,NA
Rissa tridactyla,PA,eBird,NA
Xema sabini,PA,eBird,NA
Chroicocephalus philadelphia,PA,eBird,NA
Chroicocephalus ridibundus,PA,eBird,NA
Leucophaeus atricilla,PA,eBird,NA
Leucophaeus pipixcan,PA,eBird,NA
Larus canus,PA,eBird,NA
Larus delawarensis,PA,eBird,NA
Larus dominicanus,PA,eBird,NA
Larus smithsonianus,PA,eBird,NA
Larus vegae,PA,eBird,NA
Larus marinus,PA,eBird,NA
Larus hyperboreus,PA,eBird,NA
Larus fuscus,PA,eBird,NA
Larus californicus,PA,eBird,NA
Larus glaucescens,PA,eBird,NA
Larus schistisagus,PA,eBird,NA
Larus glaucoides,PA,eBird,NA
Rynchops niger,PA,eBird,NA
Onychoprion fuscatus,PA,eBird,NA
Onychoprion anaethetus,PA,eBird,NA
Sternula antillarum,PA,eBird,NA
Gelochelidon nilotica,PA,eBird,NA
Hydroprogne caspia,PA,eBird,NA
Chlidonias niger,PA,eBird,NA
Chlidonias leucopterus,PA,eBird,NA
Sterna forsteri,PA,eBird,NA
Sterna paradisaea,PA,eBird,NA
Sterna hirundo,PA,eBird,NA
Sterna dougallii,PA,eBird,NA
Thalasseus sandvicensis,PA,eBird,NA
Thalasseus maximus,PA,eBird,NA
Phoenicopterus chilensis,PA,eBird,NA
Phoenicopterus ruber,PA,eBird,NA
Podilymbus podiceps,PA,eBird,NA
Podiceps auritus,PA,eBird,NA
Podiceps grisegena,PA,eBird,NA
Podiceps nigricollis,PA,eBird,NA
Aechmophorus occidentalis,PA,eBird,NA
Phaethon lepturus,PA,eBird,NA
Gavia stellata,PA,eBird,NA
Gavia pacifica,PA,eBird,NA
Gavia immer,PA,eBird,NA
Gavia adamsii,PA,eBird,NA
Oceanites oceanicus,PA,eBird,NA
Hydrobates leucorhous,PA,eBird,NA
Hydrobates castro,PA,eBird,NA
Fulmarus glacialis,PA,eBird,NA
Pterodroma arminjoniana,PA,eBird,NA
Pterodroma hasitata,PA,eBird,NA
Ardenna gravis,PA,eBird,NA
Puffinus lherminieri,PA,eBird,NA
Mycteria americana,PA,eBird,NA
Fregata magnificens,PA,eBird,NA
Morus bassanus,PA,eBird,NA
Sula leucogaster,PA,eBird,NA
Anhinga anhinga,PA,eBird,NA
Phalacrocorax carbo,PA,eBird,NA
Nannopterum auritum,PA,eBird,NA
Nannopterum brasilianum,PA,eBird,NA
Eudocimus albus,PA,eBird,NA
Plegadis falcinellus,PA,eBird,NA
Plegadis chihi,PA,eBird,NA
Platalea ajaja,PA,eBird,NA
Botaurus lentiginosus,PA,eBird,NA
Botaurus exilis,PA,eBird,NA
Nyctanassa violacea,PA,eBird,NA
Nycticorax nycticorax,PA,eBird,NA
Egretta caerulea,PA,eBird,NA
Egretta tricolor,PA,eBird,NA
Egretta rufescens,PA,eBird,NA
Egretta thula,PA,eBird,NA
Butorides virescens,PA,eBird,NA
Ardea ibis,PA,eBird,NA
Ardea alba,PA,eBird,NA
Ardea herodias,PA,eBird,NA
Pelecanus erythrorhynchos,PA,eBird,NA
Pelecanus occidentalis,PA,eBird,NA
Coragyps atratus,PA,eBird,NA
Cathartes aura,PA,eBird,NA
Pandion haliaetus,PA,eBird,NA
Elanus leucurus,PA,eBird,NA
Elanoides forficatus,PA,eBird,NA
Aquila chrysaetos,PA,eBird,NA
Accipiter striatus,PA,eBird,NA
Astur cooperii,PA,eBird,NA
Astur atricapillus,PA,eBird,NA
Circus hudsonius,PA,eBird,NA
Haliaeetus leucocephalus,PA,eBird,NA
Ictinia mississippiensis,PA,eBird,NA
Rostrhamus sociabilis,PA,eBird,NA
Parabuteo unicinctus,PA,eBird,NA
Buteo platypterus,PA,eBird,NA
Buteo lineatus,PA,eBird,NA
Buteo swainsoni,PA,eBird,NA
Buteo jamaicensis,PA,eBird,NA
Buteo lagopus,PA,eBird,NA
Buteo regalis,PA,eBird,NA
Tyto furcata,PA,eBird,NA
Megascops asio,PA,eBird,NA
Bubo scandiacus,PA,eBird,NA
Bubo virginianus,PA,eBird,NA
Surnia ulula,PA,eBird,NA
Strix varia,PA,eBird,NA
Strix nebulosa,PA,eBird,NA
Asio otus,PA,eBird,NA
Asio flammeus,PA,eBird,NA
Aegolius funereus,PA,eBird,NA
Aegolius acadicus,PA,eBird,NA
Megaceryle alcyon,PA,eBird,NA
Sphyrapicus varius,PA,eBird,NA
Melanerpes lewis,PA,eBird,NA
Melanerpes erythrocephalus,PA,eBird,NA
Melanerpes carolinus,PA,eBird,NA
Picoides dorsalis,PA,eBird,NA
Picoides arcticus,PA,eBird,NA
Dryobates pubescens,PA,eBird,NA
Leuconotopicus villosus,PA,eBird,NA
Dryocopus pileatus,PA,eBird,NA
Colaptes auratus,PA,eBird,NA
Caracara plancus,PA,eBird,NA
Falco sparverius,PA,eBird,NA
Falco columbarius,PA,eBird,NA
Falco rusticolus,PA,eBird,NA
Falco peregrinus,PA,eBird,NA
Falco mexicanus,PA,eBird,NA
Nymphicus hollandicus,PA,eBird,NA
Psittacula krameri,PA,eBird,NA
Melopsittacus undulatus,PA,eBird,NA
Myiopsitta monachus,PA,eBird,NA
Amazona oratrix,PA,eBird,NA
Forpus passerinus,PA,eBird,NA
Eupsittula canicularis,PA,eBird,NA
Contopus cooperi,PA,eBird,NA
Contopus virens,PA,eBird,NA
Empidonax flaviventris,PA,eBird,NA
Empidonax virescens,PA,eBird,NA
Empidonax alnorum,PA,eBird,NA
Empidonax traillii,PA,eBird,NA
Empidonax minimus,PA,eBird,NA
Empidonax hammondii,PA,eBird,NA
Empidonax wrightii,PA,eBird,NA
Empidonax difficilis,PA,eBird,NA
Sayornis phoebe,PA,eBird,NA
Sayornis saya,PA,eBird,NA
Pyrocephalus rubinus,PA,eBird,NA
Myiarchus cinerascens,PA,eBird,NA
Myiarchus crinitus,PA,eBird,NA
Tyrannus melancholicus,PA,eBird,NA
Tyrannus verticalis,PA,eBird,NA
Tyrannus tyrannus,PA,eBird,NA
Tyrannus dominicensis,PA,eBird,NA
Tyrannus forficatus,PA,eBird,NA
Tyrannus savana,PA,eBird,NA
Vireo griseus,PA,eBird,NA
Vireo flavifrons,PA,eBird,NA
Vireo solitarius,PA,eBird,NA
Vireo philadelphicus,PA,eBird,NA
Vireo gilvus,PA,eBird,NA
Vireo olivaceus,PA,eBird,NA
Lanius ludovicianus,PA,eBird,NA
Lanius borealis,PA,eBird,NA
Cyanocitta cristata,PA,eBird,NA
Coloeus monedula,PA,eBird,NA
Corvus brachyrhynchos,PA,eBird,NA
Corvus ossifragus,PA,eBird,NA
Corvus corax,PA,eBird,NA
Poecile carolinensis,PA,eBird,NA
Poecile atricapillus,PA,eBird,NA
Poecile hudsonicus,PA,eBird,NA
Baeolophus bicolor,PA,eBird,NA
Eremophila alpestris,PA,eBird,NA
Riparia riparia,PA,eBird,NA
Tachycineta bicolor,PA,eBird,NA
Tachycineta thalassina,PA,eBird,NA
Progne subis,PA,eBird,NA
Stelgidopteryx serripennis,PA,eBird,NA
Hirundo rustica,PA,eBird,NA
Petrochelidon pyrrhonota,PA,eBird,NA
Petrochelidon fulva,PA,eBird,NA
Corthylio calendula,PA,eBird,NA
Regulus satrapa,PA,eBird,NA
Sitta carolinensis,PA,eBird,NA
Sitta pusilla,PA,eBird,NA
Sitta canadensis,PA,eBird,NA
Certhia americana,PA,eBird,NA
Polioptila caerulea,PA,eBird,NA
Salpinctes obsoletus,PA,eBird,NA
Troglodytes aedon,PA,eBird,NA
Troglodytes hiemalis,PA,eBird,NA
Cistothorus stellaris,PA,eBird,NA
Cistothorus palustris,PA,eBird,NA
Thryothorus ludovicianus,PA,eBird,NA
Thryomanes bewickii,PA,eBird,NA
Sturnus vulgaris,PA,eBird,NA
Dumetella carolinensis,PA,eBird,NA
Toxostoma rufum,PA,eBird,NA
Mimus polyglottos,PA,eBird,NA
Sialia sialis,PA,eBird,NA
Sialia currucoides,PA,eBird,NA
Myadestes townsendi,PA,eBird,NA
Ixoreus naevius,PA,eBird,NA
Catharus fuscescens,PA,eBird,NA
Catharus minimus,PA,eBird,NA
Catharus bicknelli,PA,eBird,NA
Catharus ustulatus,PA,eBird,NA
Catharus guttatus,PA,eBird,NA
Hylocichla mustelina,PA,eBird,NA
Turdus iliacus,PA,eBird,NA
Turdus migratorius,PA,eBird,NA
Erithacus rubecula,PA,eBird,NA
Oenanthe oenanthe,PA,eBird,NA
Bombycilla garrulus,PA,eBird,NA
Bombycilla cedrorum,PA,eBird,NA
Euplectes franciscanus,PA,eBird,NA
Euplectes orix,PA,eBird,NA
Taeniopygia guttata,PA,eBird,NA
Lonchura punctulata,PA,eBird,NA
Vidua macroura,PA,eBird,NA
Passer domesticus,PA,eBird,NA
Anthus rubescens,PA,eBird,NA
Fringilla coelebs,PA,eBird,NA
Fringilla montifringilla,PA,eBird,NA
Hesperiphona vespertina,PA,eBird,NA
Pinicola enucleator,PA,eBird,NA
Leucosticte tephrocotis,PA,eBird,NA
Haemorhous mexicanus,PA,eBird,NA
Haemorhous purpureus,PA,eBird,NA
Crithagra mozambica,PA,eBird,NA
Acanthis flammea,PA,eBird,NA
Loxia curvirostra,PA,eBird,NA
Loxia leucoptera,PA,eBird,NA
Carduelis carduelis,PA,eBird,NA
Spinus pinus,PA,eBird,NA
Spinus psaltria,PA,eBird,NA
Spinus tristis,PA,eBird,NA
Calcarius lapponicus,PA,eBird,NA
Plectrophenax nivalis,PA,eBird,NA
Peucaea aestivalis,PA,eBird,NA
Ammodramus savannarum,PA,eBird,NA
Spizella passerina,PA,eBird,NA
Spizella pallida,PA,eBird,NA
Spizella pusilla,PA,eBird,NA
Spizella breweri,PA,eBird,NA
Chondestes grammacus,PA,eBird,NA
Calamospiza melanocorys,PA,eBird,NA
Spizelloides arborea,PA,eBird,NA
Passerella iliaca,PA,eBird,NA
Junco hyemalis,PA,eBird,NA
Zonotrichia leucophrys,PA,eBird,NA
Zonotrichia atricapilla,PA,eBird,NA
Zonotrichia querula,PA,eBird,NA
Zonotrichia albicollis,PA,eBird,NA
Pooecetes gramineus,PA,eBird,NA
Ammospiza leconteii,PA,eBird,NA
Ammospiza maritima,PA,eBird,NA
Ammospiza nelsoni,PA,eBird,NA
Ammospiza caudacuta,PA,eBird,NA
Passerculus sandwichensis,PA,eBird,NA
Centronyx henslowii,PA,eBird,NA
Melospiza melodia,PA,eBird,NA
Melospiza lincolnii,PA,eBird,NA
Melospiza georgiana,PA,eBird,NA
Pipilo chlorurus,PA,eBird,NA
Pipilo maculatus,PA,eBird,NA
Pipilo erythrophthalmus,PA,eBird,NA
Icteria virens,PA,eBird,NA
Xanthocephalus xanthocephalus,PA,eBird,NA
Dolichonyx oryzivorus,PA,eBird,NA
Sturnella neglecta,PA,eBird,NA
Sturnella magna,PA,eBird,NA
Icterus spurius,PA,eBird,NA
Icterus icterus,PA,eBird,NA
Icterus bullockii,PA,eBird,NA
Icterus galbula,PA,eBird,NA
Icterus abeillei,PA,eBird,NA
Icterus parisorum,PA,eBird,NA
Agelaius phoeniceus,PA,eBird,NA
Molothrus bonariensis,PA,eBird,NA
Molothrus ater,PA,eBird,NA
Euphagus carolinus,PA,eBird,NA
Euphagus cyanocephalus,PA,eBird,NA
Quiscalus quiscula,PA,eBird,NA
Seiurus aurocapilla,PA,eBird,NA
Helmitheros vermivorum,PA,eBird,NA
Parkesia motacilla,PA,eBird,NA
Parkesia noveboracensis,PA,eBird,NA
Vermivora chrysoptera,PA,eBird,NA
Vermivora cyanoptera,PA,eBird,NA
Mniotilta varia,PA,eBird,NA
Protonotaria citrea,PA,eBird,NA
Limnothlypis swainsonii,PA,eBird,NA
Leiothlypis peregrina,PA,eBird,NA
Leiothlypis celata,PA,eBird,NA
Leiothlypis ruficapilla,PA,eBird,NA
Leiothlypis virginiae,PA,eBird,NA
Oporornis agilis,PA,eBird,NA
Geothlypis tolmiei,PA,eBird,NA
Geothlypis philadelphia,PA,eBird,NA
Geothlypis formosa,PA,eBird,NA
Geothlypis trichas,PA,eBird,NA
Setophaga citrina,PA,eBird,NA
Setophaga ruticilla,PA,eBird,NA
Setophaga kirtlandii,PA,eBird,NA
Setophaga tigrina,PA,eBird,NA
Setophaga cerulea,PA,eBird,NA
Setophaga americana,PA,eBird,NA
Setophaga magnolia,PA,eBird,NA
Setophaga castanea,PA,eBird,NA
Setophaga fusca,PA,eBird,NA
Setophaga aestiva,PA,eBird,NA
Setophaga pensylvanica,PA,eBird,NA
Setophaga striata,PA,eBird,NA
Setophaga caerulescens,PA,eBird,NA
Setophaga palmarum,PA,eBird,NA
Setophaga pinus,PA,eBird,NA
Setophaga coronata,PA,eBird,NA
Setophaga dominica,PA,eBird,NA
Setophaga discolor,PA,eBird,NA
Setophaga nigrescens,PA,eBird,NA
Setophaga townsendi,PA,eBird,NA
Setophaga occidentalis,PA,eBird,NA
Setophaga virens,PA,eBird,NA
Cardellina canadensis,PA,eBird,NA
Cardellina pusilla,PA,eBird,NA
Piranga rubra,PA,eBird,NA
Piranga olivacea,PA,eBird,NA
Piranga ludoviciana,PA,eBird,NA
Cardinalis cardinalis,PA,eBird,NA
Pheucticus ludovicianus,PA,eBird,NA
Pheucticus melanocephalus,PA,eBird,NA
Passerina caerulea,PA,eBird,NA
Passerina amoena,PA,eBird,NA
Passerina cyanea,PA,eBird,NA
Passerina versicolor,PA,eBird,NA
Passerina ciris,PA,eBird,NA
Spiza americana,PA,eBird,NA
Dendrocygna autumnalis,RI,eBird,NA
Dendrocygna bicolor,RI,eBird,NA
Anser indicus,RI,eBird,NA
Anser caerulescens,RI,eBird,NA
Anser rossii,RI,eBird,NA
Anser anser,RI,eBird,NA
Anser cygnoides,RI,eBird,NA
Anser albifrons,RI,eBird,NA
Anser serrirostris,RI,eBird,NA
Anser brachyrhynchus,RI,eBird,NA
Branta bernicla,RI,eBird,NA
Branta leucopsis,RI,eBird,NA
Branta hutchinsii,RI,eBird,NA
Branta canadensis,RI,eBird,NA
Cygnus olor,RI,eBird,NA
Cygnus atratus,RI,eBird,NA
Cygnus buccinator,RI,eBird,NA
Cygnus columbianus,RI,eBird,NA
Alopochen aegyptiaca,RI,eBird,NA
Cairina moschata,RI,eBird,NA
Aix sponsa,RI,eBird,NA
Spatula discors,RI,eBird,NA
Spatula cyanoptera,RI,eBird,NA
Spatula clypeata,RI,eBird,NA
Mareca strepera,RI,eBird,NA
Mareca penelope,RI,eBird,NA
Mareca americana,RI,eBird,NA
Anas platyrhynchos,RI,eBird,NA
Anas rubripes,RI,eBird,NA
Anas fulvigula,RI,eBird,NA
Anas acuta,RI,eBird,NA
Anas crecca,RI,eBird,NA
Aythya valisineria,RI,eBird,NA
Aythya americana,RI,eBird,NA
Aythya collaris,RI,eBird,NA
Aythya fuligula,RI,eBird,NA
Aythya marila,RI,eBird,NA
Aythya affinis,RI,eBird,NA
Somateria spectabilis,RI,eBird,NA
Somateria mollissima,RI,eBird,NA
Histrionicus histrionicus,RI,eBird,NA
Melanitta perspicillata,RI,eBird,NA
Melanitta deglandi,RI,eBird,NA
Melanitta americana,RI,eBird,NA
Clangula hyemalis,RI,eBird,NA
Bucephala albeola,RI,eBird,NA
Bucephala clangula,RI,eBird,NA
Bucephala islandica,RI,eBird,NA
Mergellus albellus,RI,eBird,NA
Lophodytes cucullatus,RI,eBird,NA
Mergus merganser,RI,eBird,NA
Mergus serrator,RI,eBird,NA
Oxyura jamaicensis,RI,eBird,NA
Numida meleagris,RI,eBird,NA
Colinus virginianus,RI,eBird,NA
Meleagris gallopavo,RI,eBird,NA
Bonasa umbellus,RI,eBird,NA
Phasianus colchicus,RI,eBird,NA
Pavo cristatus,RI,eBird,NA
Gallus gallus,RI,eBird,NA
Alectoris chukar,RI,eBird,NA
Columba livia,RI,eBird,NA
Streptopelia decaocto,RI,eBird,NA
Streptopelia roseogrisea,RI,eBird,NA
Zenaida asiatica,RI,eBird,NA
Zenaida macroura,RI,eBird,NA
Coccyzus americanus,RI,eBird,NA
Coccyzus erythropthalmus,RI,eBird,NA
Cuculus canorus,RI,eBird,NA
Chordeiles minor,RI,eBird,NA
Antrostomus carolinensis,RI,eBird,NA
Antrostomus vociferus,RI,eBird,NA
Chaetura pelagica,RI,eBird,NA
Archilochus colubris,RI,eBird,NA
Selasphorus calliope,RI,eBird,NA
Selasphorus rufus,RI,eBird,NA
Rallus elegans,RI,eBird,NA
Rallus crepitans,RI,eBird,NA
Rallus limicola,RI,eBird,NA
Crex crex,RI,eBird,NA
Porzana carolina,RI,eBird,NA
Gallinula galeata,RI,eBird,NA
Fulica americana,RI,eBird,NA
Porphyrio martinica,RI,eBird,NA
Coturnicops noveboracensis,RI,eBird,NA
Laterallus jamaicensis,RI,eBird,NA
Antigone canadensis,RI,eBird,NA
Himantopus mexicanus,RI,eBird,NA
Recurvirostra americana,RI,eBird,NA
Haematopus palliatus,RI,eBird,NA
Pluvialis squatarola,RI,eBird,NA
Pluvialis dominica,RI,eBird,NA
Charadrius vociferus,RI,eBird,NA
Charadrius hiaticula,RI,eBird,NA
Charadrius semipalmatus,RI,eBird,NA
Charadrius melodus,RI,eBird,NA
Vanellus vanellus,RI,eBird,NA
Anarhynchus mongolus,RI,eBird,NA
Anarhynchus wilsonia,RI,eBird,NA
Anarhynchus nivosus,RI,eBird,NA
Bartramia longicauda,RI,eBird,NA
Numenius hudsonicus,RI,eBird,NA
Numenius borealis,RI,eBird,NA
Limosa haemastica,RI,eBird,NA
Limosa fedoa,RI,eBird,NA
Limnodromus griseus,RI,eBird,NA
Limnodromus scolopaceus,RI,eBird,NA
Scolopax minor,RI,eBird,NA
Gallinago delicata,RI,eBird,NA
Phalaropus tricolor,RI,eBird,NA
Phalaropus fulicarius,RI,eBird,NA
Phalaropus lobatus,RI,eBird,NA
Xenus cinereus,RI,eBird,NA
Actitis macularius,RI,eBird,NA
