scientific_name,state_code,source,observation_count
Tringa solitaria,RI,eBird,NA
Tringa glareola,RI,eBird,NA
Tringa flavipes,RI,eBird,NA
Tringa semipalmata,RI,eBird,NA
Tringa melanoleuca,RI,eBird,NA
Arenaria interpres,RI,eBird,NA
Calidris canutus,RI,eBird,NA
Calidris pugnax,RI,eBird,NA
Calidris acuminata,RI,eBird,NA
Calidris ferruginea,RI,eBird,NA
Calidris himantopus,RI,eBird,NA
Calidris ruficollis,RI,eBird,NA
Calidris subruficollis,RI,eBird,NA
Calidris alba,RI,eBird,NA
Calidris alpina,RI,eBird,NA
Calidris maritima,RI,eBird,NA
Calidris bairdii,RI,eBird,NA
Calidris minuta,RI,eBird,NA
Calidris fuscicollis,RI,eBird,NA
Calidris minutilla,RI,eBird,NA
Calidris melanotos,RI,eBird,NA
Calidris mauri,RI,eBird,NA
Calidris pusilla,RI,eBird,NA
Stercorarius longicaudus,RI,eBird,NA
Stercorarius parasiticus,RI,eBird,NA
Stercorarius pomarinus,RI,eBird,NA
Stercorarius skua,RI,eBird,NA
Stercorarius maccormicki,RI,eBird,NA
Fratercula arctica,RI,eBird,NA
Brachyramphus perdix,RI,eBird,NA
Cepphus grylle,RI,eBird,NA
Alca torda,RI,eBird,NA
Alle alle,RI,eBird,NA
Uria lomvia,RI,eBird,NA
Uria aalge,RI,eBird,NA
Hydrocoloeus minutus,RI,eBird,NA
Rissa tridactyla,RI,eBird,NA
Pagophila eburnea,RI,eBird,NA
Xema sabini,RI,eBird,NA
Chroicocephalus philadelphia,RI,eBird,NA
Chroicocephalus ridibundus,RI,eBird,NA
Leucophaeus atricilla,RI,eBird,NA
Leucophaeus pipixcan,RI,eBird,NA
Larus crassirostris,RI,eBird,NA
Larus heermanni,RI,eBird,NA
Larus canus,RI,eBird,NA
Larus delawarensis,RI,eBird,NA
Larus smithsonianus,RI,eBird,NA
Larus marinus,RI,eBird,NA
Larus hyperboreus,RI,eBird,NA
Larus fuscus,RI,eBird,NA
Larus glaucoides,RI,eBird,NA
Rynchops niger,RI,eBird,NA
Anous stolidus,RI,eBird,NA
Onychoprion fuscatus,RI,eBird,NA
Onychoprion anaethetus,RI,eBird,NA
Sternula antillarum,RI,eBird,NA
Gelochelidon nilotica,RI,eBird,NA
Hydroprogne caspia,RI,eBird,NA
Chlidonias niger,RI,eBird,NA
Sterna forsteri,RI,eBird,NA
Sterna paradisaea,RI,eBird,NA
Sterna hirundo,RI,eBird,NA
Sterna dougallii,RI,eBird,NA
Thalasseus sandvicensis,RI,eBird,NA
Thalasseus maximus,RI,eBird,NA
Phoenicopterus ruber,RI,eBird,NA
Podilymbus podiceps,RI,eBird,NA
Podiceps auritus,RI,eBird,NA
Podiceps grisegena,RI,eBird,NA
Podiceps nigricollis,RI,eBird,NA
Aechmophorus occidentalis,RI,eBird,NA
Phaethon aethereus,RI,eBird,NA
Gavia stellata,RI,eBird,NA
Gavia pacifica,RI,eBird,NA
Gavia immer,RI,eBird,NA
Oceanites oceanicus,RI,eBird,NA
Pelagodroma marina,RI,eBird,NA
Hydrobates leucorhous,RI,eBird,NA
Hydrobates castro,RI,eBird,NA
Fulmarus glacialis,RI,eBird,NA
Pterodroma hasitata,RI,eBird,NA
Calonectris borealis,RI,eBird,NA
Calonectris diomedea,RI,eBird,NA
Ardenna gravis,RI,eBird,NA
Ardenna grisea,RI,eBird,NA
Puffinus puffinus,RI,eBird,NA
Puffinus lherminieri,RI,eBird,NA
Mycteria americana,RI,eBird,NA
Fregata magnificens,RI,eBird,NA
Morus bassanus,RI,eBird,NA
Sula leucogaster,RI,eBird,NA
Anhinga anhinga,RI,eBird,NA
Phalacrocorax carbo,RI,eBird,NA
Nannopterum auritum,RI,eBird,NA
Eudocimus albus,RI,eBird,NA
Plegadis falcinellus,RI,eBird,NA
Plegadis chihi,RI,eBird,NA
Botaurus lentiginosus,RI,eBird,NA
Botaurus exilis,RI,eBird,NA
Nyctanassa violacea,RI,eBird,NA
Nycticorax nycticorax,RI,eBird,NA
Egretta caerulea,RI,eBird,NA
Egretta tricolor,RI,eBird,NA
Egretta rufescens,RI,eBird,NA
Egretta thula,RI,eBird,NA
Egretta garzetta,RI,eBird,NA
Butorides virescens,RI,eBird,NA
Ardea ibis,RI,eBird,NA
Ardea alba,RI,eBird,NA
Ardea herodias,RI,eBird,NA
Pelecanus erythrorhynchos,RI,eBird,NA
Pelecanus occidentalis,RI,eBird,NA
Coragyps atratus,RI,eBird,NA
Cathartes aura,RI,eBird,NA
Pandion haliaetus,RI,eBird,NA
Elanoides forficatus,RI,eBird,NA
Aquila chrysaetos,RI,eBird,NA
Accipiter striatus,RI,eBird,NA
Astur cooperii,RI,eBird,NA
Astur atricapillus,RI,eBird,NA
Circus hudsonius,RI,eBird,NA
Haliaeetus leucocephalus,RI,eBird,NA
Ictinia mississippiensis,RI,eBird,NA
Buteo platypterus,RI,eBird,NA
Buteo lineatus,RI,eBird,NA
Buteo albonotatus,RI,eBird,NA
Buteo jamaicensis,RI,eBird,NA
Buteo lagopus,RI,eBird,NA
Tyto furcata,RI,eBird,NA
Megascops asio,RI,eBird,NA
Bubo scandiacus,RI,eBird,NA
Bubo virginianus,RI,eBird,NA
Strix varia,RI,eBird,NA
Asio otus,RI,eBird,NA
Asio flammeus,RI,eBird,NA
Aegolius acadicus,RI,eBird,NA
Megaceryle alcyon,RI,eBird,NA
Sphyrapicus varius,RI,eBird,NA
Melanerpes lewis,RI,eBird,NA
Melanerpes erythrocephalus,RI,eBird,NA
Melanerpes carolinus,RI,eBird,NA
Picoides dorsalis,RI,eBird,NA
Picoides arcticus,RI,eBird,NA
Dryobates pubescens,RI,eBird,NA
Leuconotopicus villosus,RI,eBird,NA
Dryocopus pileatus,RI,eBird,NA
Colaptes auratus,RI,eBird,NA
Falco sparverius,RI,eBird,NA
Falco columbarius,RI,eBird,NA
Falco rusticolus,RI,eBird,NA
Falco peregrinus,RI,eBird,NA
Nymphicus hollandicus,RI,eBird,NA
Melopsittacus undulatus,RI,eBird,NA
Myiopsitta monachus,RI,eBird,NA
Contopus cooperi,RI,eBird,NA
Contopus virens,RI,eBird,NA
Empidonax flaviventris,RI,eBird,NA
Empidonax virescens,RI,eBird,NA
Empidonax alnorum,RI,eBird,NA
Empidonax traillii,RI,eBird,NA
Empidonax minimus,RI,eBird,NA
Empidonax hammondii,RI,eBird,NA
Empidonax difficilis,RI,eBird,NA
Sayornis phoebe,RI,eBird,NA
Sayornis saya,RI,eBird,NA
Myiarchus cinerascens,RI,eBird,NA
Myiarchus crinitus,RI,eBird,NA
Tyrannus melancholicus,RI,eBird,NA
Tyrannus verticalis,RI,eBird,NA
Tyrannus tyrannus,RI,eBird,NA
Tyrannus dominicensis,RI,eBird,NA
Tyrannus forficatus,RI,eBird,NA
Tyrannus savana,RI,eBird,NA
Vireo griseus,RI,eBird,NA
Vireo bellii,RI,eBird,NA
Vireo flavifrons,RI,eBird,NA
Vireo solitarius,RI,eBird,NA
Vireo philadelphicus,RI,eBird,NA
Vireo gilvus,RI,eBird,NA
Vireo olivaceus,RI,eBird,NA
Vireo altiloquus,RI,eBird,NA
Lanius ludovicianus,RI,eBird,NA
Lanius borealis,RI,eBird,NA
Cyanocitta cristata,RI,eBird,NA
Corvus brachyrhynchos,RI,eBird,NA
Corvus ossifragus,RI,eBird,NA
Corvus corax,RI,eBird,NA
Poecile atricapillus,RI,eBird,NA
Baeolophus bicolor,RI,eBird,NA
Parus major,RI,eBird,NA
Eremophila alpestris,RI,eBird,NA
Riparia riparia,RI,eBird,NA
Tachycineta bicolor,RI,eBird,NA
Progne subis,RI,eBird,NA
Stelgidopteryx serripennis,RI,eBird,NA
Hirundo rustica,RI,eBird,NA
Petrochelidon pyrrhonota,RI,eBird,NA
Petrochelidon fulva,RI,eBird,NA
Pycnonotus jocosus,RI,eBird,NA
Corthylio calendula,RI,eBird,NA
Regulus satrapa,RI,eBird,NA
Sitta carolinensis,RI,eBird,NA
Sitta canadensis,RI,eBird,NA
Certhia americana,RI,eBird,NA
Polioptila caerulea,RI,eBird,NA
Troglodytes aedon,RI,eBird,NA
Troglodytes hiemalis,RI,eBird,NA
Cistothorus stellaris,RI,eBird,NA
Cistothorus palustris,RI,eBird,NA
Thryothorus ludovicianus,RI,eBird,NA
Thryomanes bewickii,RI,eBird,NA
Sturnus vulgaris,RI,eBird,NA
Dumetella carolinensis,RI,eBird,NA
Toxostoma rufum,RI,eBird,NA
Mimus polyglottos,RI,eBird,NA
Sialia sialis,RI,eBird,NA
Sialia currucoides,RI,eBird,NA
Myadestes townsendi,RI,eBird,NA
Ixoreus naevius,RI,eBird,NA
Catharus fuscescens,RI,eBird,NA
Catharus minimus,RI,eBird,NA
Catharus bicknelli,RI,eBird,NA
Catharus ustulatus,RI,eBird,NA
Catharus guttatus,RI,eBird,NA
Hylocichla mustelina,RI,eBird,NA
Turdus migratorius,RI,eBird,NA
Oenanthe oenanthe,RI,eBird,NA
Bombycilla garrulus,RI,eBird,NA
Bombycilla cedrorum,RI,eBird,NA
Phainopepla nitens,RI,eBird,NA
Passer domesticus,RI,eBird,NA
Anthus rubescens,RI,eBird,NA
Hesperiphona vespertina,RI,eBird,NA
Pinicola enucleator,RI,eBird,NA
Haemorhous mexicanus,RI,eBird,NA
Haemorhous purpureus,RI,eBird,NA
Acanthis flammea,RI,eBird,NA
Loxia curvirostra,RI,eBird,NA
Loxia leucoptera,RI,eBird,NA
Carduelis carduelis,RI,eBird,NA
Spinus pinus,RI,eBird,NA
Spinus tristis,RI,eBird,NA
Calcarius lapponicus,RI,eBird,NA
Calcarius pictus,RI,eBird,NA
Plectrophenax nivalis,RI,eBird,NA
Ammodramus savannarum,RI,eBird,NA
Spizella passerina,RI,eBird,NA
Spizella pallida,RI,eBird,NA
Spizella pusilla,RI,eBird,NA
Chondestes grammacus,RI,eBird,NA
Calamospiza melanocorys,RI,eBird,NA
Spizelloides arborea,RI,eBird,NA
Passerella iliaca,RI,eBird,NA
Junco hyemalis,RI,eBird,NA
Zonotrichia leucophrys,RI,eBird,NA
Zonotrichia albicollis,RI,eBird,NA
Pooecetes gramineus,RI,eBird,NA
Ammospiza leconteii,RI,eBird,NA
Ammospiza maritima,RI,eBird,NA
Ammospiza nelsoni,RI,eBird,NA
Ammospiza caudacuta,RI,eBird,NA
Passerculus sandwichensis,RI,eBird,NA
Melospiza melodia,RI,eBird,NA
Melospiza lincolnii,RI,eBird,NA
Melospiza georgiana,RI,eBird,NA
Pipilo chlorurus,RI,eBird,NA
Pipilo maculatus,RI,eBird,NA
Pipilo erythrophthalmus,RI,eBird,NA
Icteria virens,RI,eBird,NA
Xanthocephalus xanthocephalus,RI,eBird,NA
Dolichonyx oryzivorus,RI,eBird,NA
Sturnella magna,RI,eBird,NA
Icterus spurius,RI,eBird,NA
Icterus galbula,RI,eBird,NA
Agelaius phoeniceus,RI,eBird,NA
Molothrus ater,RI,eBird,NA
Euphagus carolinus,RI,eBird,NA
Euphagus cyanocephalus,RI,eBird,NA
Quiscalus quiscula,RI,eBird,NA
Quiscalus major,RI,eBird,NA
Seiurus aurocapilla,RI,eBird,NA
Helmitheros vermivorum,RI,eBird,NA
Parkesia motacilla,RI,eBird,NA
Parkesia noveboracensis,RI,eBird,NA
Vermivora chrysoptera,RI,eBird,NA
Vermivora cyanoptera,RI,eBird,NA
Mniotilta varia,RI,eBird,NA
Protonotaria citrea,RI,eBird,NA
Limnothlypis swainsonii,RI,eBird,NA
Leiothlypis peregrina,RI,eBird,NA
Leiothlypis celata,RI,eBird,NA
Leiothlypis ruficapilla,RI,eBird,NA
Leiothlypis virginiae,RI,eBird,NA
Oporornis agilis,RI,eBird,NA
Geothlypis tolmiei,RI,eBird,NA
Geothlypis philadelphia,RI,eBird,NA
Geothlypis formosa,RI,eBird,NA
Geothlypis trichas,RI,eBird,NA
Setophaga citrina,RI,eBird,NA
Setophaga ruticilla,RI,eBird,NA
Setophaga tigrina,RI,eBird,NA
Setophaga cerulea,RI,eBird,NA
Setophaga americana,RI,eBird,NA
Setophaga magnolia,RI,eBird,NA
Setophaga castanea,RI,eBird,NA
Setophaga fusca,RI,eBird,NA
Setophaga aestiva,RI,eBird,NA
Setophaga pensylvanica,RI,eBird,NA
Setophaga striata,RI,eBird,NA
Setophaga caerulescens,RI,eBird,NA
Setophaga palmarum,RI,eBird,NA
Setophaga pinus,RI,eBird,NA
Setophaga coronata,RI,eBird,NA
Setophaga dominica,RI,eBird,NA
Setophaga discolor,RI,eBird,NA
Setophaga nigrescens,RI,eBird,NA
Setophaga townsendi,RI,eBird,NA
Setophaga virens,RI,eBird,NA
Cardellina canadensis,RI,eBird,NA
Cardellina pusilla,RI,eBird,NA
Piranga rubra,RI,eBird,NA
Piranga olivacea,RI,eBird,NA
Piranga ludoviciana,RI,eBird,NA
Cardinalis cardinalis,RI,eBird,NA
Pheucticus ludovicianus,RI,eBird,NA
Pheucticus melanocephalus,RI,eBird,NA
Passerina caerulea,RI,eBird,NA
Passerina cyanea,RI,eBird,NA
Passerina ciris,RI,eBird,NA
Spiza americana,RI,eBird,NA
Sicalis flaveola,RI,eBird,NA
Dendrocygna autumnalis,SC,eBird,NA
Dendrocygna bicolor,SC,eBird,NA
Anser caerulescens,SC,eBird,NA
Anser rossii,SC,eBird,NA
Anser anser,SC,eBird,NA
Anser cygnoides,SC,eBird,NA
Anser albifrons,SC,eBird,NA
Anser brachyrhynchus,SC,eBird,NA
Branta bernicla,SC,eBird,NA
Branta leucopsis,SC,eBird,NA
Branta hutchinsii,SC,eBird,NA
Branta canadensis,SC,eBird,NA
Cygnus olor,SC,eBird,NA
Cygnus atratus,SC,eBird,NA
Cygnus buccinator,SC,eBird,NA
Cygnus columbianus,SC,eBird,NA
Cygnus cygnus,SC,eBird,NA
Coscoroba coscoroba,SC,eBird,NA
Alopochen aegyptiaca,SC,eBird,NA
Tadorna ferruginea,SC,eBird,NA
Tadorna tadorna,SC,eBird,NA
Cairina moschata,SC,eBird,NA
Callonetta leucophrys,SC,eBird,NA
Aix sponsa,SC,eBird,NA
Aix galericulata,SC,eBird,NA
Spatula discors,SC,eBird,NA
Spatula cyanoptera,SC,eBird,NA
Spatula clypeata,SC,eBird,NA
Mareca strepera,SC,eBird,NA
Mareca penelope,SC,eBird,NA
Mareca americana,SC,eBird,NA
Anas platyrhynchos,SC,eBird,NA
Anas rubripes,SC,eBird,NA
Anas fulvigula,SC,eBird,NA
Anas bahamensis,SC,eBird,NA
Anas acuta,SC,eBird,NA
Anas crecca,SC,eBird,NA
Aythya valisineria,SC,eBird,NA
Aythya americana,SC,eBird,NA
Aythya collaris,SC,eBird,NA
Aythya fuligula,SC,eBird,NA
Aythya marila,SC,eBird,NA
Aythya affinis,SC,eBird,NA
Somateria spectabilis,SC,eBird,NA
Somateria mollissima,SC,eBird,NA
Histrionicus histrionicus,SC,eBird,NA
Melanitta perspicillata,SC,eBird,NA
Melanitta deglandi,SC,eBird,NA
Melanitta americana,SC,eBird,NA
Clangula hyemalis,SC,eBird,NA
Bucephala albeola,SC,eBird,NA
Bucephala clangula,SC,eBird,NA
Lophodytes cucullatus,SC,eBird,NA
Mergus merganser,SC,eBird,NA
Mergus serrator,SC,eBird,NA
Oxyura jamaicensis,SC,eBird,NA
Numida meleagris,SC,eBird,NA
Colinus virginianus,SC,eBird,NA
Meleagris gallopavo,SC,eBird,NA
Bonasa umbellus,SC,eBird,NA
Chrysolophus pictus,SC,eBird,NA
Chrysolophus amherstiae,SC,eBird,NA
Phasianus colchicus,SC,eBird,NA
Pavo cristatus,SC,eBird,NA
Gallus gallus,SC,eBird,NA
Coturnix japonica,SC,eBird,NA
Alectoris chukar,SC,eBird,NA
Columba livia,SC,eBird,NA
Patagioenas fasciata,SC,eBird,NA
Ectopistes migratorius,SC,eBird,NA
Streptopelia decaocto,SC,eBird,NA
Streptopelia roseogrisea,SC,eBird,NA
Streptopelia capicola,SC,eBird,NA
Columbina passerina,SC,eBird,NA
Zenaida asiatica,SC,eBird,NA
Zenaida macroura,SC,eBird,NA
Crotophaga sulcirostris,SC,eBird,NA
Coccyzus americanus,SC,eBird,NA
Coccyzus erythropthalmus,SC,eBird,NA
Chordeiles acutipennis,SC,eBird,NA
Chordeiles minor,SC,eBird,NA
Antrostomus carolinensis,SC,eBird,NA
Antrostomus vociferus,SC,eBird,NA
Chaetura pelagica,SC,eBird,NA
Archilochus colubris,SC,eBird,NA
Archilochus alexandri,SC,eBird,NA
Calypte anna,SC,eBird,NA
Selasphorus calliope,SC,eBird,NA
Selasphorus rufus,SC,eBird,NA
Selasphorus sasin,SC,eBird,NA
Selasphorus platycercus,SC,eBird,NA
Cynanthus latirostris,SC,eBird,NA
Amazilia yucatanensis,SC,eBird,NA
Rallus elegans,SC,eBird,NA
Rallus crepitans,SC,eBird,NA
Rallus limicola,SC,eBird,NA
Porzana carolina,SC,eBird,NA
Gallinula galeata,SC,eBird,NA
Fulica americana,SC,eBird,NA
Porphyrio martinica,SC,eBird,NA
Porphyrio poliocephalus,SC,eBird,NA
Coturnicops noveboracensis,SC,eBird,NA
Laterallus jamaicensis,SC,eBird,NA
Aramus guarauna,SC,eBird,NA
Antigone canadensis,SC,eBird,NA
Grus americana,SC,eBird,NA
Himantopus mexicanus,SC,eBird,NA
Recurvirostra americana,SC,eBird,NA
Haematopus palliatus,SC,eBird,NA
Pluvialis squatarola,SC,eBird,NA
Pluvialis dominica,SC,eBird,NA
Charadrius vociferus,SC,eBird,NA
Charadrius semipalmatus,SC,eBird,NA
Charadrius melodus,SC,eBird,NA
Anarhynchus wilsonia,SC,eBird,NA
Anarhynchus montanus,SC,eBird,NA
Anarhynchus nivosus,SC,eBird,NA
Bartramia longicauda,SC,eBird,NA
Numenius hudsonicus,SC,eBird,NA
Numenius borealis,SC,eBird,NA
Numenius americanus,SC,eBird,NA
Limosa lapponica,SC,eBird,NA
Limosa haemastica,SC,eBird,NA
Limosa fedoa,SC,eBird,NA
Limnodromus griseus,SC,eBird,NA
Limnodromus scolopaceus,SC,eBird,NA
Scolopax minor,SC,eBird,NA
Gallinago delicata,SC,eBird,NA
Phalaropus tricolor,SC,eBird,NA
Phalaropus fulicarius,SC,eBird,NA
Phalaropus lobatus,SC,eBird,NA
Actitis macularius,SC,eBird,NA
Tringa solitaria,SC,eBird,NA
Tringa flavipes,SC,eBird,NA
Tringa semipalmata,SC,eBird,NA
Tringa melanoleuca,SC,eBird,NA
Arenaria interpres,SC,eBird,NA
Calidris canutus,SC,eBird,NA
Calidris pugnax,SC,eBird,NA
Calidris acuminata,SC,eBird,NA
Calidris ferruginea,SC,eBird,NA
Calidris himantopus,SC,eBird,NA
Calidris ruficollis,SC,eBird,NA
Calidris subruficollis,SC,eBird,NA
Calidris alba,SC,eBird,NA
Calidris alpina,SC,eBird,NA
Calidris maritima,SC,eBird,NA
Calidris bairdii,SC,eBird,NA
Calidris minuta,SC,eBird,NA
Calidris fuscicollis,SC,eBird,NA
Calidris minutilla,SC,eBird,NA
Calidris melanotos,SC,eBird,NA
Calidris mauri,SC,eBird,NA
Calidris pusilla,SC,eBird,NA
Stercorarius longicaudus,SC,eBird,NA
Stercorarius parasiticus,SC,eBird,NA
Stercorarius pomarinus,SC,eBird,NA
Stercorarius maccormicki,SC,eBird,NA
Brachyramphus perdix,SC,eBird,NA
Cepphus grylle,SC,eBird,NA
Alca torda,SC,eBird,NA
Alle alle,SC,eBird,NA
Uria lomvia,SC,eBird,NA
Uria aalge,SC,eBird,NA
Hydrocoloeus minutus,SC,eBird,NA
Rissa tridactyla,SC,eBird,NA
Xema sabini,SC,eBird,NA
Chroicocephalus philadelphia,SC,eBird,NA
Chroicocephalus ridibundus,SC,eBird,NA
Leucophaeus atricilla,SC,eBird,NA
Leucophaeus pipixcan,SC,eBird,NA
Larus heermanni,SC,eBird,NA
Larus delawarensis,SC,eBird,NA
Larus smithsonianus,SC,eBird,NA
Larus marinus,SC,eBird,NA
Larus hyperboreus,SC,eBird,NA
Larus fuscus,SC,eBird,NA
Larus californicus,SC,eBird,NA
Larus schistisagus,SC,eBird,NA
Larus glaucoides,SC,eBird,NA
Rynchops niger,SC,eBird,NA
Anous stolidus,SC,eBird,NA
Onychoprion fuscatus,SC,eBird,NA
Onychoprion anaethetus,SC,eBird,NA
Sternula antillarum,SC,eBird,NA
Gelochelidon nilotica,SC,eBird,NA
Hydroprogne caspia,SC,eBird,NA
Chlidonias niger,SC,eBird,NA
Chlidonias leucopterus,SC,eBird,NA
Sterna forsteri,SC,eBird,NA
Sterna paradisaea,SC,eBird,NA
Sterna hirundo,SC,eBird,NA
Sterna dougallii,SC,eBird,NA
Thalasseus sandvicensis,SC,eBird,NA
Thalasseus maximus,SC,eBird,NA
Phoenicopterus chilensis,SC,eBird,NA
Phoenicopterus ruber,SC,eBird,NA
Podilymbus podiceps,SC,eBird,NA
Podiceps auritus,SC,eBird,NA
Podiceps grisegena,SC,eBird,NA
Podiceps nigricollis,SC,eBird,NA
Aechmophorus occidentalis,SC,eBird,NA
Phaethon lepturus,SC,eBird,NA
Phaethon aethereus,SC,eBird,NA
Gavia stellata,SC,eBird,NA
Gavia pacifica,SC,eBird,NA
Gavia immer,SC,eBird,NA
Oceanites oceanicus,SC,eBird,NA
Hydrobates leucorhous,SC,eBird,NA
Hydrobates castro,SC,eBird,NA
Pterodroma arminjoniana,SC,eBird,NA
Pterodroma deserta,SC,eBird,NA
Pterodroma cahow,SC,eBird,NA
Pterodroma hasitata,SC,eBird,NA
Calonectris borealis,SC,eBird,NA
Calonectris diomedea,SC,eBird,NA
Ardenna gravis,SC,eBird,NA
Ardenna grisea,SC,eBird,NA
Puffinus puffinus,SC,eBird,NA
Puffinus lherminieri,SC,eBird,NA
Mycteria americana,SC,eBird,NA
Fregata magnificens,SC,eBird,NA
Morus bassanus,SC,eBird,NA
Sula sula,SC,eBird,NA
Sula leucogaster,SC,eBird,NA
Sula dactylatra,SC,eBird,NA
Anhinga anhinga,SC,eBird,NA
Phalacrocorax carbo,SC,eBird,NA
Nannopterum auritum,SC,eBird,NA
Eudocimus albus,SC,eBird,NA
Plegadis falcinellus,SC,eBird,NA
Plegadis chihi,SC,eBird,NA
Platalea ajaja,SC,eBird,NA
Botaurus lentiginosus,SC,eBird,NA
Botaurus exilis,SC,eBird,NA
Nyctanassa violacea,SC,eBird,NA
Nycticorax nycticorax,SC,eBird,NA
Egretta caerulea,SC,eBird,NA
Egretta tricolor,SC,eBird,NA
Egretta rufescens,SC,eBird,NA
Egretta thula,SC,eBird,NA
Butorides virescens,SC,eBird,NA
Ardea ibis,SC,eBird,NA
Ardea alba,SC,eBird,NA
Ardea herodias,SC,eBird,NA
Pelecanus erythrorhynchos,SC,eBird,NA
Pelecanus occidentalis,SC,eBird,NA
Coragyps atratus,SC,eBird,NA
Cathartes aura,SC,eBird,NA
Pandion haliaetus,SC,eBird,NA
Elanus leucurus,SC,eBird,NA
Elanoides forficatus,SC,eBird,NA
Aquila chrysaetos,SC,eBird,NA
Accipiter striatus,SC,eBird,NA
Astur cooperii,SC,eBird,NA
Astur atricapillus,SC,eBird,NA
Circus hudsonius,SC,eBird,NA
Haliaeetus leucocephalus,SC,eBird,NA
Ictinia mississippiensis,SC,eBird,NA
Rostrhamus sociabilis,SC,eBird,NA
Buteo platypterus,SC,eBird,NA
Buteo lineatus,SC,eBird,NA
Buteo brachyurus,SC,eBird,NA
Buteo swainsoni,SC,eBird,NA
Buteo jamaicensis,SC,eBird,NA
Buteo lagopus,SC,eBird,NA
Tyto furcata,SC,eBird,NA
Megascops asio,SC,eBird,NA
Bubo scandiacus,SC,eBird,NA
Bubo virginianus,SC,eBird,NA
Athene cunicularia,SC,eBird,NA
Strix varia,SC,eBird,NA
Asio otus,SC,eBird,NA
Asio flammeus,SC,eBird,NA
Aegolius acadicus,SC,eBird,NA
Megaceryle alcyon,SC,eBird,NA
Sphyrapicus varius,SC,eBird,NA
Melanerpes erythrocephalus,SC,eBird,NA
Melanerpes carolinus,SC,eBird,NA
Dryobates pubescens,SC,eBird,NA
Leuconotopicus borealis,SC,eBird,NA
Leuconotopicus villosus,SC,eBird,NA
Campephilus principalis,SC,eBird,NA
Dryocopus pileatus,SC,eBird,NA
Colaptes auratus,SC,eBird,NA
Caracara plancus,SC,eBird,NA
Falco sparverius,SC,eBird,NA
Falco columbarius,SC,eBird,NA
Falco peregrinus,SC,eBird,NA
Melopsittacus undulatus,SC,eBird,NA
Myiopsitta monachus,SC,eBird,NA
Psittacara holochlorus,SC,eBird,NA
Contopus cooperi,SC,eBird,NA
Contopus virens,SC,eBird,NA
Empidonax flaviventris,SC,eBird,NA
Empidonax virescens,SC,eBird,NA
Empidonax alnorum,SC,eBird,NA
Empidonax traillii,SC,eBird,NA
Empidonax minimus,SC,eBird,NA
Empidonax oberholseri,SC,eBird,NA
Sayornis phoebe,SC,eBird,NA
Sayornis saya,SC,eBird,NA
Pyrocephalus rubinus,SC,eBird,NA
Myiarchus cinerascens,SC,eBird,NA
Myiarchus crinitus,SC,eBird,NA
Pitangus sulphuratus,SC,eBird,NA
Tyrannus melancholicus,SC,eBird,NA
Tyrannus vociferans,SC,eBird,NA
Tyrannus verticalis,SC,eBird,NA
Tyrannus tyrannus,SC,eBird,NA
Tyrannus dominicensis,SC,eBird,NA
Tyrannus forficatus,SC,eBird,NA
Tyrannus savana,SC,eBird,NA
Vireo griseus,SC,eBird,NA
Vireo bellii,SC,eBird,NA
Vireo flavifrons,SC,eBird,NA
Vireo solitarius,SC,eBird,NA
Vireo philadelphicus,SC,eBird,NA
Vireo gilvus,SC,eBird,NA
Vireo olivaceus,SC,eBird,NA
Vireo flavoviridis,SC,eBird,NA
Vireo altiloquus,SC,eBird,NA
Lanius ludovicianus,SC,eBird,NA
Cyanocitta cristata,SC,eBird,NA
Corvus splendens,SC,eBird,NA
Corvus brachyrhynchos,SC,eBird,NA
Corvus ossifragus,SC,eBird,NA
Corvus corax,SC,eBird,NA
Poecile carolinensis,SC,eBird,NA
Baeolophus bicolor,SC,eBird,NA
Eremophila alpestris,SC,eBird,NA
Riparia riparia,SC,eBird,NA
Tachycineta bicolor,SC,eBird,NA
Progne subis,SC,eBird,NA
Stelgidopteryx serripennis,SC,eBird,NA
Hirundo rustica,SC,eBird,NA
Petrochelidon pyrrhonota,SC,eBird,NA
Petrochelidon fulva,SC,eBird,NA
Corthylio calendula,SC,eBird,NA
Regulus satrapa,SC,eBird,NA
Sitta carolinensis,SC,eBird,NA
Sitta pusilla,SC,eBird,NA
Sitta canadensis,SC,eBird,NA
Certhia americana,SC,eBird,NA
Polioptila caerulea,SC,eBird,NA
Troglodytes aedon,SC,eBird,NA
Troglodytes hiemalis,SC,eBird,NA
Cistothorus stellaris,SC,eBird,NA
Cistothorus palustris,SC,eBird,NA
Thryothorus ludovicianus,SC,eBird,NA
Thryomanes bewickii,SC,eBird,NA
Sturnus vulgaris,SC,eBird,NA
Dumetella carolinensis,SC,eBird,NA
Toxostoma rufum,SC,eBird,NA
Oreoscoptes montanus,SC,eBird,NA
Mimus polyglottos,SC,eBird,NA
Sialia sialis,SC,eBird,NA
Myadestes townsendi,SC,eBird,NA
Ixoreus naevius,SC,eBird,NA
Catharus fuscescens,SC,eBird,NA
Catharus minimus,SC,eBird,NA
Catharus bicknelli,SC,eBird,NA
Catharus ustulatus,SC,eBird,NA
Catharus guttatus,SC,eBird,NA
Hylocichla mustelina,SC,eBird,NA
Turdus migratorius,SC,eBird,NA
Oenanthe oenanthe,SC,eBird,NA
Bombycilla cedrorum,SC,eBird,NA
Lonchura punctulata,SC,eBird,NA
Lonchura malacca,SC,eBird,NA
Passer domesticus,SC,eBird,NA
