scientific_name,state_code,native_status
Uvularia grandiflora,AL,Native
Uvularia perfoliata,AL,Native
Uvularia sessilifolia,AL,Native
Callisia rosea,AL,Native
Commelina diffusa,AL,Native
Commelina erecta,AL,Native
Commelina virginica,AL,Native
Tradescantia ernestiana,AL,Native
Tradescantia hirsuticaulis,AL,Native
Tradescantia hirsutiflora,AL,Native
Tradescantia ohiensis,AL,Native
Tradescantia paludosa,AL,Native
Tradescantia roseolens,AL,Native
Tradescantia subaspera,AL,Native
Tradescantia virginiana,AL,Native
Calystegia catesbeiana,AL,Native
Convolvulus equitans,AL,Native
Cuscuta campestris,AL,Native
Cuscuta compacta,AL,Native
Cuscuta coryli,AL,Native
Cuscuta gronovii,AL,Native
Cuscuta harperi,AL,Native
Cuscuta indecora,AL,Native
Cuscuta obtusiflora,AL,Native
Cuscuta pentagona,AL,Native
Dichondra carolinensis,AL,Native
Dichondra micrantha,AL,Native
Evolvulus sericeus,AL,Native
Ipomoea alba,AL,Native
Ipomoea cordatotriloba,AL,Native
Ipomoea hederacea,AL,Native
Ipomoea hederifolia,AL,Native
Ipomoea imperati,AL,Native
Ipomoea indica,AL,Native
Ipomoea lacunosa,AL,Native
Ipomoea ×leucantha,AL,Native
Ipomoea macrorhiza,AL,Native
Ipomoea nil,AL,Native
Ipomoea pandurata,AL,Native
Ipomoea pes-caprae,AL,Native
Ipomoea sagittata,AL,Native
Ipomoea triloba,AL,Native
Ipomoea wrightii,AL,Native
Jacquemontia tamnifolia,AL,Native
Merremia dissecta,AL,Native
Stylisma aquatica,AL,Native
Stylisma humistrata,AL,Native
Stylisma patens,AL,Native
Stylisma pickeringii,AL,Native
Cornus alternifolia,AL,Native
Cornus amomum,AL,Native
Cornus asperifolia,AL,Native
Cornus drummondii,AL,Native
Cornus florida,AL,Native
Cornus foemina,AL,Native
Crassula aquatica,AL,Native
Diamorpha smallii,AL,Native
Sedum nevii,AL,Native
Sedum pulchellum,AL,Native
Sedum pusillum,AL,Native
Sedum ternatum,AL,Native
Cayaponia quinqueloba,AL,Native
Melothria pendula,AL,Native
Sicyos angulatus,AL,Native
Chamaecyparis thyoides,AL,Native
Hesperocyparis arizonica,AL,Native
Juniperus communis,AL,Native
Juniperus virginiana,AL,Native
Taxodium ascendens,AL,Native
Taxodium distichum,AL,Native
Halodule wrightii,AL,Native
Bulbostylis capillaris,AL,Native
Bulbostylis ciliatifolia,AL,Native
Bulbostylis stenophylla,AL,Native
Bulbostylis warei,AL,Native
Carex abscondita,AL,Native
Carex acidicola,AL,Native
Carex aestivalis,AL,Native
Carex aggregata,AL,Native
Carex alata,AL,Native
Carex albicans,AL,Native
Carex albolutescens,AL,Native
Carex albursina,AL,Native
Carex amphibola,AL,Native
Carex annectens,AL,Native
Carex appalachica,AL,Native
Carex atlantica,AL,Native
Carex austrina,AL,Native
Carex austrocaroliniana,AL,Native
Carex austrodeflexa,AL,Native
Carex baileyi,AL,Native
Carex baltzellii,AL,Native
Carex barrattii,AL,Native
Carex basiantha,AL,Native
Carex blanda,AL,Native
Carex brevior,AL,Native
Carex bromoides,AL,Native
Carex brysonii,AL,Native
Carex bullata,AL,Native
Carex bushii,AL,Native
Carex careyana,AL,Native
Carex caroliniana,AL,Native
Carex cephalophora,AL,Native
Carex cherokeensis,AL,Native
Carex collinsii,AL,Native
Carex communis,AL,Native
Carex comosa,AL,Native
Carex complanata,AL,Native
Carex conjuncta,AL,Native
Carex corrugata,AL,Native
Carex crawei,AL,Native
Carex crebriflora,AL,Native
Carex crinita,AL,Native
Carex cristatella,AL,Native
Carex crus-corvi,AL,Native
Carex cumberlandensis,AL,Native
Carex dasycarpa,AL,Native
Carex debilis,AL,Native
Carex decomposita,AL,Native
Carex digitalis,AL,Native
Carex eburnea,AL,Native
Carex elliottii,AL,Native
Carex exilis,AL,Native
Carex festucacea,AL,Native
Carex fissa,AL,Native
Carex flaccosperma,AL,Native
Carex floridana,AL,Native
Carex frankii,AL,Native
Carex gholsonii,AL,Native
Carex gigantea,AL,Native
Carex glaucescens,AL,Native
Carex glaucodea,AL,Native
Carex godfreyi,AL,Native
Carex gracilescens,AL,Native
Carex gracillima,AL,Native
Carex granularis,AL,Native
Carex grayi,AL,Native
Carex hirsutella,AL,Native
Carex hitchcockiana,AL,Native
Carex hyalinolepis,AL,Native
Carex impressinervia,AL,Native
Carex intumescens,AL,Native
Carex jamesii,AL,Native
Carex joorii,AL,Native
Carex kraliana,AL,Native
Carex lacustris,AL,Native
Carex laevivaginata,AL,Native
Carex laxiculmis,AL,Native
Carex laxiflora,AL,Native
Carex leavenworthii,AL,Native
Carex leptalea,AL,Native
Carex lonchocarpa,AL,Native
Carex longii,AL,Native
Carex louisianica,AL,Native
Carex lucorum,AL,Native
Carex lupuliformis,AL,Native
Carex lupulina,AL,Native
Carex lurida,AL,Native
Carex meadii,AL,Native
Carex mesochorea,AL,Native
Carex microdonta,AL,Native
Carex mitchelliana,AL,Native
Carex molesta,AL,Native
Carex muehlenbergii,AL,Native
Carex nigromarginata,AL,Native
Carex normalis,AL,Native
Carex oklahomensis,AL,Native
Carex oligocarpa,AL,Native
Carex oxylepis,AL,Native
Carex pedunculata,AL,Native
Carex pensylvanica,AL,Native
Carex picta,AL,Native
Carex pigra,AL,Native
Carex planispicata,AL,Native
Carex plantaginea,AL,Native
Carex prasina,AL,Native
Carex purpurifera,AL,Native
Carex radiata,AL,Native
Carex reniformis,AL,Native
Carex retroflexa,AL,Native
Carex reznicekii,AL,Native
Carex rosea,AL,Native
Carex scoparia,AL,Native
Carex seorsa,AL,Native
Carex socialis,AL,Native
Carex squarrosa,AL,Native
Carex stipata,AL,Native
Carex striata,AL,Native
Carex striatula,AL,Native
Carex stricta,AL,Native
Carex styloflexa,AL,Native
Carex superata,AL,Native
Carex swanii,AL,Native
Carex tenax,AL,Native
Carex texensis,AL,Native
Carex thornei,AL,Native
Carex timida,AL,Native
Carex torta,AL,Native
Carex triangularis,AL,Native
Carex tribuloides,AL,Native
Carex turgescens,AL,Native
Carex typhina,AL,Native
Carex umbellata,AL,Native
Carex venusta,AL,Native
Carex verrucosa,AL,Native
Carex vestita,AL,Native
Carex virescens,AL,Native
Carex vulpinoidea,AL,Native
Carex willdenowii,AL,Native
Cladium mariscoides,AL,Native
Cladium mariscus,AL,Native
Cyperus acuminatus,AL,Native
Cyperus aggregatus,AL,Native
Cyperus articulatus,AL,Native
Cyperus bipartitus,AL,Native
Cyperus compressus,AL,Native
Cyperus croceus,AL,Native
Cyperus cuspidatus,AL,Native
Cyperus dentatus,AL,Native
Cyperus drummondii,AL,Native
Cyperus echinatus,AL,Native
Cyperus elegans,AL,Native
Cyperus eragrostis,AL,Native
Cyperus erythrorhizos,AL,Native
Cyperus esculentus,AL,Native
Cyperus filicinus,AL,Native
Cyperus flavescens,AL,Native
Cyperus flavicomus,AL,Native
Cyperus granitophilus,AL,Native
Cyperus grayi,AL,Native
Cyperus haspan,AL,Native
Cyperus hystricinus,AL,Native
Cyperus lancastriensis,AL,Native
Cyperus lecontei,AL,Native
Cyperus ligularis,AL,Native
Cyperus lupulinus,AL,Native
Cyperus ochraceus,AL,Native
Cyperus odoratus,AL,Native
Cyperus ovatus,AL,Native
Cyperus plukenetii,AL,Native
Cyperus polystachyos,AL,Native
Cyperus pseudovegetus,AL,Native
Cyperus reflexus,AL,Native
Cyperus refractus,AL,Native
Cyperus retroflexus,AL,Native
Cyperus retrofractus,AL,Native
Cyperus retrorsus,AL,Native
Cyperus squarrosus,AL,Native
Cyperus strigosus,AL,Native
Cyperus surinamensis,AL,Native
Cyperus thyrsiflorus,AL,Native
Cyperus virens,AL,Native
Dulichium arundinaceum,AL,Native
Eleocharis acicularis,AL,Native
Eleocharis albida,AL,Native
Eleocharis atropurpurea,AL,Native
Eleocharis baldwinii,AL,Native
Eleocharis bifida,AL,Native
Eleocharis cellulosa,AL,Native
Eleocharis compressa,AL,Native
Eleocharis confervoides,AL,Native
Eleocharis elongata,AL,Native
Eleocharis engelmannii,AL,Native
Eleocharis equisetoides,AL,Native
Eleocharis fallax,AL,Native
Eleocharis flavescens,AL,Native
Eleocharis geniculata,AL,Native
Eleocharis interstincta,AL,Native
Eleocharis melanocarpa,AL,Native
Eleocharis microcarpa,AL,Native
Eleocharis minima,AL,Native
Eleocharis montana,AL,Native
Eleocharis montevidensis,AL,Native
Eleocharis obtusa,AL,Native
Eleocharis olivacea,AL,Native
Eleocharis palustris,AL,Native
Eleocharis parvula,AL,Native
Eleocharis quadrangulata,AL,Native
Eleocharis retroflexa,AL,Native
Eleocharis robbinsii,AL,Native
Eleocharis rostellata,AL,Native
Eleocharis tenuis,AL,Native
Eleocharis tortilis,AL,Native
Eleocharis tricostata,AL,Native
Eleocharis tuberculosa,AL,Native
Eleocharis vivipara,AL,Native
Eleocharis wolfii,AL,Native
Fimbristylis annua,AL,Native
Fimbristylis autumnalis,AL,Native
Fimbristylis brevivaginata,AL,Native
Fimbristylis caroliniana,AL,Native
Fimbristylis castanea,AL,Native
Fimbristylis decipiens,AL,Native
Fimbristylis dichotoma,AL,Native
Fimbristylis puberula,AL,Native
Fimbristylis vahlii,AL,Native
Fuirena breviseta,AL,Native
Fuirena longa,AL,Native
Fuirena pumila,AL,Native
Fuirena scirpoidea,AL,Native
Fuirena squarrosa,AL,Native
Isolepis carinata,AL,Native
Isolepis pseudosetacea,AL,Native
Kyllinga brevifolia,AL,Native
Kyllinga odorata,AL,Native
Kyllinga pumila,AL,Native
Lipocarpha maculata,AL,Native
Lipocarpha micrantha,AL,Native
Oxycaryum cubense,AL,Native
Rhynchospora alba,AL,Native
Rhynchospora baldwinii,AL,Native
Rhynchospora brachychaeta,AL,Native
Rhynchospora caduca,AL,Native
Rhynchospora capillacea,AL,Native
Rhynchospora capitellata,AL,Native
Rhynchospora careyana,AL,Native
Rhynchospora cephalantha,AL,Native
Rhynchospora chalarocephala,AL,Native
Rhynchospora chapmanii,AL,Native
Rhynchospora ciliaris,AL,Native
Rhynchospora colorata,AL,Native
Rhynchospora compressa,AL,Native
Rhynchospora corniculata,AL,Native
Rhynchospora crinipes,AL,Native
Rhynchospora curtissii,AL,Native
Rhynchospora debilis,AL,Native
Rhynchospora decurrens,AL,Native
Rhynchospora divergens,AL,Native
Rhynchospora elliottii,AL,Native
Rhynchospora fascicularis,AL,Native
Rhynchospora fernaldii,AL,Native
Rhynchospora filifolia,AL,Native
Rhynchospora galeana,AL,Native
Rhynchospora globularis,AL,Native
Rhynchospora glomerata,AL,Native
Rhynchospora gracilenta,AL,Native
Rhynchospora grayi,AL,Native
Rhynchospora harperi,AL,Native
Rhynchospora harveyi,AL,Native
Rhynchospora indianolensis,AL,Native
Rhynchospora inexpansa,AL,Native
Rhynchospora inundata,AL,Native
Rhynchospora latifolia,AL,Native
Rhynchospora leptocarpa,AL,Native
Rhynchospora macra,AL,Native
Rhynchospora macrostachya,AL,Native
Rhynchospora marliniana,AL,Native
Rhynchospora megalocarpa,AL,Native
Rhynchospora microcarpa,AL,Native
Rhynchospora microcephala,AL,Native
Rhynchospora miliacea,AL,Native
Rhynchospora mixta,AL,Native
Rhynchospora nitens,AL,Native
Rhynchospora odorata,AL,Native
Rhynchospora oligantha,AL,Native
Rhynchospora perplexa,AL,Native
Rhynchospora pinetorum,AL,Native
Rhynchospora pleiantha,AL,Native
Rhynchospora plumosa,AL,Native
Rhynchospora pusilla,AL,Native
Rhynchospora rariflora,AL,Native
Rhynchospora recognita,AL,Native
Rhynchospora saxicola,AL,Native
Rhynchospora scirpoides,AL,Native
Rhynchospora stenophylla,AL,Native
Rhynchospora thornei,AL,Native
Rhynchospora torreyana,AL,Native
Rhynchospora tracyi,AL,Native
Rhynchospora wrightiana,AL,Native
Schoenoplectiella erecta,AL,Native
Schoenoplectiella hallii,AL,Native
Schoenoplectiella purshiana,AL,Native
Schoenoplectus acutus,AL,Native
Schoenoplectus americanus,AL,Native
Schoenoplectus californicus,AL,Native
Schoenoplectus deltarum,AL,Native
Schoenoplectus etuberculatus,AL,Native
Schoenoplectus fluviatilis,AL,Native
Schoenoplectus novae-angliae,AL,Native
Schoenoplectus pungens,AL,Native
Schoenoplectus robustus,AL,Native
Schoenoplectus subterminalis,AL,Native
Schoenoplectus tabernaemontani,AL,Native
Scirpus atrovirens,AL,Native
Scirpus cyperinus,AL,Native
Scirpus divaricatus,AL,Native
Scirpus expansus,AL,Native
Scirpus georgianus,AL,Native
Scirpus lineatus,AL,Native
Scirpus pendulus,AL,Native
Scirpus polyphyllus,AL,Native
Scleria baldwinii,AL,Native
Scleria brittonii,AL,Native
Scleria ciliata,AL,Native
Scleria distans,AL,Native
Scleria georgiana,AL,Native
Scleria minor,AL,Native
Scleria muehlenbergii,AL,Native
Scleria oligantha,AL,Native
Scleria pauciflora,AL,Native
Scleria reticularis,AL,Native
Scleria triglomerata,AL,Native
Scleria verticillata,AL,Native
Cliftonia monophylla,AL,Native
Cyrilla racemiflora,AL,Native
Cystopteris bulbifera,AL,Native
Cystopteris protrusa,AL,Native
Cystopteris tennesseensis,AL,Native
Dennstaedtia punctilobula,AL,Native
Pteridium aquilinum,AL,Native
Galax urceolata,AL,Native
Shortia galacifolia,AL,Native
Diervilla rivularis,AL,Native
Diervilla sessilifolia,AL,Native
Dioscorea villosa,AL,Native
Homalosorus pycnocarpos,AL,Native
Drosera brevifolia,AL,Native
Drosera capillaris,AL,Native
Drosera intermedia,AL,Native
Drosera rotundifolia,AL,Native
Drosera tracyi,AL,Native
Dryopteris ×australis,AL,Native
Dryopteris celsa,AL,Native
Dryopteris goldiana,AL,Native
Dryopteris intermedia,AL,Native
Dryopteris ×leedsii,AL,Native
Dryopteris ludoviciana,AL,Native
Dryopteris marginalis,AL,Native
Polystichum acrostichoides,AL,Native
Diospyros virginiana,AL,Native
Elatine americana,AL,Native
Elatine brachysperma,AL,Native
Equisetum arvense,AL,Native
Equisetum ×ferrissii,AL,Native
Equisetum hyemale,AL,Native
Agarista populifolia,AL,Native
Ceratiola ericoides,AL,Native
Chimaphila maculata,AL,Native
Epigaea repens,AL,Native
Eubotrys racemosa,AL,Native
Eubotrys recurva,AL,Native
Gaultheria procumbens,AL,Native
Gaylussacia baccata,AL,Native
Gaylussacia dumosa,AL,Native
Gaylussacia mosieri,AL,Native
Gaylussacia nana,AL,Native
Gaylussacia tomentosa,AL,Native
Hypopitys monotropa,AL,Native
Kalmia hirsuta,AL,Native
Kalmia latifolia,AL,Native
Leucothoe axillaris,AL,Native
Leucothoe fontanesiana,AL,Native
Lyonia ligustrina,AL,Native
Lyonia lucida,AL,Native
Monotropa uniflora,AL,Native
Monotropsis odorata,AL,Native
Oxydendrum arboreum,AL,Native
Pieris phillyreifolia,AL,Native
Rhododendron alabamense,AL,Native
Rhododendron arborescens,AL,Native
Rhododendron austrinum,AL,Native
Rhododendron calendulaceum,AL,Native
Rhododendron canescens,AL,Native
Rhododendron catawbiense,AL,Native
Rhododendron colemanii,AL,Native
Rhododendron cumberlandense,AL,Native
Rhododendron maximum,AL,Native
Rhododendron minus,AL,Native
Rhododendron periclymenoides,AL,Native
Rhododendron prinophyllum,AL,Native
Rhododendron prunifolium,AL,Native
Rhododendron viscosum,AL,Native
Vaccinium arboreum,AL,Native
Vaccinium corymbosum,AL,Native
Vaccinium darrowii,AL,Native
Vaccinium elliottii,AL,Native
Vaccinium formosum,AL,Native
Vaccinium fuscatum,AL,Native
Vaccinium myrsinites,AL,Native
Vaccinium pallidum,AL,Native
Vaccinium simulatum,AL,Native
Vaccinium stamineum,AL,Native
Vaccinium tenellum,AL,Native
Eriocaulon aquaticum,AL,Native
Eriocaulon compressum,AL,Native
Eriocaulon decangulare,AL,Native
Eriocaulon lineare,AL,Native
Eriocaulon texense,AL,Native
Lachnocaulon anceps,AL,Native
Lachnocaulon digynum,AL,Native
Lachnocaulon engleri,AL,Native
Lachnocaulon minus,AL,Native
Syngonanthus flavidulus,AL,Native
Acalypha alopecuroidea,AL,Native
Acalypha deamii,AL,Native
Acalypha gracilens,AL,Native
Acalypha ostryifolia,AL,Native
Acalypha poiretii,AL,Native
Acalypha rhomboidea,AL,Native
Acalypha setosa,AL,Native
Acalypha virginica,AL,Native
Caperonia palustris,AL,Native
Cnidoscolus urens,AL,Native
Croton alabamensis,AL,Native
Croton argyranthemus,AL,Native
Croton capitatus,AL,Native
Croton elliottii,AL,Native
Croton glandulosus,AL,Native
Croton heptalon,AL,Native
Croton lindheimeri,AL,Native
Croton michauxii,AL,Native
Croton monanthogynus,AL,Native
Croton punctatus,AL,Native
Croton texensis,AL,Native
Ditrysinia fruticosa,AL,Native
Euphorbia bombensis,AL,Native
Euphorbia commutata,AL,Native
Euphorbia cordifolia,AL,Native
Euphorbia corollata,AL,Native
Euphorbia curtisii,AL,Native
Euphorbia cyathophora,AL,Native
Euphorbia discoidalis,AL,Native
Euphorbia floridana,AL,Native
Euphorbia heterophylla,AL,Native
Euphorbia hirta,AL,Native
Euphorbia humistrata,AL,Native
Euphorbia hyssopifolia,AL,Native
Euphorbia inundata,AL,Native
Euphorbia maculata,AL,Native
Euphorbia marginata,AL,Native
Euphorbia mercurialina,AL,Native
Euphorbia nutans,AL,Native
Euphorbia ophthalmica,AL,Native
Euphorbia prostrata,AL,Native
Euphorbia pubentissima,AL,Native
Euphorbia serpens,AL,Native
Euphorbia spathulata,AL,Native
Stillingia aquatica,AL,Native
Stillingia sylvatica,AL,Native
Tragia cordata,AL,Native
Tragia smallii,AL,Native
Tragia urens,AL,Native
Tragia urticifolia,AL,Native
Acmispon americanus,AL,Native
Aeschynomene americana,AL,Native
Aeschynomene rudis,AL,Native
Aeschynomene viscidula,AL,Native
Amorpha fruticosa,AL,Native
Amorpha glabra,AL,Native
Amorpha nitens,AL,Native
Amphicarpaea bracteata,AL,Native
Apios americana,AL,Native
Apios priceana,AL,Native
Astragalus canadensis,AL,Native
Astragalus nuttallianus,AL,Native
Astragalus obcordatus,AL,Native
Astragalus tennesseensis,AL,Native
Astragalus villosus,AL,Native
Baptisia alba,AL,Native
Baptisia albescens,AL,Native
Baptisia australis,AL,Native
Baptisia bracteata,AL,Native
Baptisia calycosa,AL,Native
Baptisia lanceolata,AL,Native
Baptisia megacarpa,AL,Native
Baptisia perfoliata,AL,Native
Canavalia rosea,AL,Native
Centrosema virginianum,AL,Native
Cercis canadensis,AL,Native
Chamaecrista deeringiana,AL,Native
Chamaecrista fasciculata,AL,Native
Chamaecrista nictitans,AL,Native
Cladrastis kentukea,AL,Native
Clitoria mariana,AL,Native
Crotalaria incana,AL,Native
Crotalaria purshii,AL,Native
Crotalaria rotundifolia,AL,Native
Crotalaria sagittalis,AL,Native
Dalea albida,AL,Native
Dalea cahaba,AL,Native
Dalea candida,AL,Native
Dalea foliosa,AL,Native
Dalea gattingeri,AL,Native
Dalea leporina,AL,Native
Dalea mountjoyae,AL,Native
Dalea pinnata,AL,Native
Dalea purpurea,AL,Native
Desmanthus illinoensis,AL,Native
Desmodium canescens,AL,Native
Desmodium ciliare,AL,Native
Desmodium cuspidatum,AL,Native
Desmodium fernaldii,AL,Native
Desmodium floridanum,AL,Native
Desmodium glabellum,AL,Native
Desmodium incanum,AL,Native
Desmodium laevigatum,AL,Native
Desmodium lineatum,AL,Native
Desmodium marilandicum,AL,Native
Desmodium nuttallii,AL,Native
Desmodium obtusum,AL,Native
Desmodium ochroleucum,AL,Native
Desmodium paniculatum,AL,Native
Desmodium perplexum,AL,Native
Desmodium rotundifolium,AL,Native
Desmodium sessilifolium,AL,Native
Desmodium strictum,AL,Native
Desmodium tenuifolium,AL,Native
Desmodium tortuosum,AL,Native
Desmodium viridiflorum,AL,Native
Erythrina herbacea,AL,Native
Galactia erecta,AL,Native
Galactia floridana,AL,Native
Galactia microphylla,AL,Native
Galactia mollis,AL,Native
Galactia regularis,AL,Native
Galactia volubilis,AL,Native
Gleditsia aquatica,AL,Native
Gleditsia triacanthos,AL,Native
Gymnocladus dioicus,AL,Native
Hylodesmum glutinosum,AL,Native
Hylodesmum nudiflorum,AL,Native
Hylodesmum pauciflorum,AL,Native
Indigofera caroliniana,AL,Native
Indigofera miniata,AL,Native
Lackeya multiflora,AL,Native
Lathyrus pusillus,AL,Native
Lathyrus venosus,AL,Native
Lespedeza angustifolia,AL,Native
Lespedeza ×brittonii,AL,Native
Lespedeza capitata,AL,Native
Lespedeza frutescens,AL,Native
Lespedeza hirta,AL,Native
Lespedeza ×longifolia,AL,Native
Lespedeza ×neglecta,AL,Native
Lespedeza ×nuttallii,AL,Native
Lespedeza procumbens,AL,Native
Lespedeza repens,AL,Native
Lespedeza stuevei,AL,Native
Lespedeza violacea,AL,Native
Lespedeza virginica,AL,Native
Lupinus diffusus,AL,Native
Lupinus perennis,AL,Native
Lupinus villosus,AL,Native
Macroptilium lathyroides,AL,Native
Mimosa microphylla,AL,Native
Mimosa strigillosa,AL,Native
Neptunia lutea,AL,Native
Neptunia pubescens,AL,Native
Orbexilum lupinellum,AL,Native
Orbexilum onobrychis,AL,Native
Orbexilum pedunculatum,AL,Native
Orbexilum simplex,AL,Native
Parkinsonia aculeata,AL,Native
Pediomelum canescens,AL,Native
Pediomelum subacaule,AL,Native
Phaseolus polystachios,AL,Native
Rhynchosia cytisoides,AL,Native
Rhynchosia difformis,AL,Native
Rhynchosia minima,AL,Native
Rhynchosia reniformis,AL,Native
Rhynchosia tomentosa,AL,Native
Robinia hispida,AL,Native
Robinia pseudoacacia,AL,Native
Robinia viscosa,AL,Native
Senna hebecarpa,AL,Native
Senna marilandica,AL,Native
Senna obtusifolia,AL,Native
Senna occidentalis,AL,Native
Sesbania drummondii,AL,Native
Sesbania herbacea,AL,Native
Sesbania vesicaria,AL,Native
Strophostyles helvola,AL,Native
Strophostyles leiosperma,AL,Native
Strophostyles umbellata,AL,Native
Stylosanthes biflora,AL,Native
Tephrosia chrysophylla,AL,Native
Tephrosia cinerea,AL,Native
Tephrosia florida,AL,Native
Tephrosia hispidula,AL,Native
Tephrosia ×intermedia,AL,Native
