scientific_name,state_code,native_status
Liparis liliifolia,WI,Native
Liparis loeselii,WI,Native
Malaxis monophyllos,WI,Native
Malaxis unifolia,WI,Native
Neottia auriculata,WI,Native
Neottia convallarioides,WI,Native
Neottia cordata,WI,Native
Piperia dilatata,WI,Native
Platanthera ×andrewsii,WI,Native
Platanthera aquilonis,WI,Native
Platanthera clavellata,WI,Native
Platanthera flava,WI,Native
Platanthera hookeri,WI,Native
Platanthera huronensis,WI,Native
Platanthera lacera,WI,Native
Platanthera leucophaea,WI,Native
Platanthera ×media,WI,Native
Platanthera obtusata,WI,Native
Platanthera orbiculata,WI,Native
Platanthera psycodes,WI,Native
Pogonia ophioglossoides,WI,Native
Spiranthes casei,WI,Native
Spiranthes cernua,WI,Native
Spiranthes lacera,WI,Native
Spiranthes lucida,WI,Native
Spiranthes magnicamporum,WI,Native
Spiranthes ovalis,WI,Native
Spiranthes romanzoffiana,WI,Native
Spiranthes ×simpsonii,WI,Native
Triphora trianthophoros,WI,Native
Agalinis aspera,WI,Native
Agalinis auriculata,WI,Native
Agalinis gattingeri,WI,Native
Agalinis paupercula,WI,Native
Agalinis purpurea,WI,Native
Agalinis skinneriana,WI,Native
Agalinis tenuifolia,WI,Native
Aureolaria flava,WI,Native
Aureolaria grandiflora,WI,Native
Aureolaria pedicularia,WI,Native
Castilleja coccinea,WI,Native
Castilleja sessiliflora,WI,Native
Conopholis americana,WI,Native
Dasistoma macrophylla,WI,Native
Epifagus virginiana,WI,Native
Melampyrum lineare,WI,Native
Orobanche fasciculata,WI,Native
Orobanche ludoviciana,WI,Native
Orobanche uniflora,WI,Native
Pedicularis canadensis,WI,Native
Pedicularis lanceolata,WI,Native
Osmunda claytoniana,WI,Native
Osmunda ×ruggii,WI,Native
Osmunda spectabilis,WI,Native
Osmundastrum cinnamomeum,WI,Native
Oxalis corniculata,WI,Native
Oxalis dillenii,WI,Native
Oxalis grandis,WI,Native
Oxalis montana,WI,Native
Oxalis stricta,WI,Native
Oxalis violacea,WI,Native
Argemone albiflora,WI,Native
Argemone mexicana,WI,Native
Eschscholzia californica,WI,Native
Sanguinaria canadensis,WI,Native
Parnassia glauca,WI,Native
Parnassia palustris,WI,Native
Parnassia parviflora,WI,Native
Penthorum sedoides,WI,Native
Mimulus glabratus,WI,Native
Mimulus moschatus,WI,Native
Mimulus ringens,WI,Native
Phryma leptostachya,WI,Native
Phytolacca americana,WI,Native
Phytolacca icosandra,WI,Native
Abies balsamea,WI,Native
Larix laricina,WI,Native
Picea glauca,WI,Native
Picea mariana,WI,Native
Pinus banksiana,WI,Native
Pinus resinosa,WI,Native
Pinus strobus,WI,Native
Tsuga canadensis,WI,Native
Bacopa rotundifolia,WI,Native
Besseya bullii,WI,Native
Callitriche hermaphroditica,WI,Native
Callitriche heterophylla,WI,Native
Callitriche marginata,WI,Native
Callitriche palustris,WI,Native
Callitriche terrestris,WI,Native
Chelone glabra,WI,Native
Collinsia verna,WI,Native
Gratiola aurea,WI,Native
Gratiola neglecta,WI,Native
Hippuris vulgaris,WI,Native
Littorella americana,WI,Native
Nuttallanthus canadensis,WI,Native
Penstemon digitalis,WI,Native
Penstemon gracilis,WI,Native
Penstemon grandiflorus,WI,Native
Penstemon hirsutus,WI,Native
Penstemon pallidus,WI,Native
Plantago aristata,WI,Native
Plantago cordata,WI,Native
Plantago patagonica,WI,Native
Plantago rugelii,WI,Native
Plantago virginica,WI,Native
Veronica americana,WI,Native
Veronica officinalis,WI,Native
Veronica peregrina,WI,Native
Veronica scutellata,WI,Native
Veronicastrum virginicum,WI,Native
Platanus occidentalis,WI,Native
Agrostis hyemalis,WI,Native
Agrostis perennans,WI,Native
Agrostis scabra,WI,Native
Alopecurus aequalis,WI,Native
Alopecurus carolinianus,WI,Native
Ammophila breviligulata,WI,Native
Andropogon gerardi,WI,Native
Anthoxanthum hirtum,WI,Native
Aristida basiramea,WI,Native
Aristida desmantha,WI,Native
Aristida dichotoma,WI,Native
Aristida longespica,WI,Native
Aristida oligantha,WI,Native
Aristida purpurascens,WI,Native
Aristida tuberculosa,WI,Native
Beckmannia syzigachne,WI,Native
Bouteloua curtipendula,WI,Native
Bouteloua dactyloides,WI,Native
Bouteloua gracilis,WI,Native
Bouteloua hirsuta,WI,Native
Brachyelytrum aristosum,WI,Native
Brachyelytrum erectum,WI,Native
Bromus ciliatus,WI,Native
Bromus kalmii,WI,Native
Bromus latiglumis,WI,Native
Bromus pubescens,WI,Native
Calamagrostis canadensis,WI,Native
Calamagrostis stricta,WI,Native
Calamovilfa longifolia,WI,Native
Catabrosa aquatica,WI,Native
Cenchrus longispinus,WI,Native
Chasmanthium latifolium,WI,Native
Chloris verticillata,WI,Native
Cinna arundinacea,WI,Native
Cinna latifolia,WI,Native
Coleataenia rigidula,WI,Native
Danthonia compressa,WI,Native
Danthonia spicata,WI,Native
Deschampsia caespitosa,WI,Native
Deschampsia flexuosa,WI,Native
Diarrhena obovata,WI,Native
Dichanthelium acuminatum,WI,Native
Dichanthelium boreale,WI,Native
Dichanthelium clandestinum,WI,Native
Dichanthelium depauperatum,WI,Native
Dichanthelium dichotomum,WI,Native
Dichanthelium latifolium,WI,Native
Dichanthelium leibergii,WI,Native
Dichanthelium linearifolium,WI,Native
Dichanthelium oligosanthes,WI,Native
Dichanthelium ovale,WI,Native
Dichanthelium portoricense,WI,Native
Dichanthelium ×scoparioides,WI,Native
Dichanthelium wilcoxianum,WI,Native
Dichanthelium xanthophysum,WI,Native
Digitaria cognata,WI,Native
Diplachne fusca,WI,Native
Distichlis spicata,WI,Native
Echinochloa muricata,WI,Native
Echinochloa walteri,WI,Native
Elymus canadensis,WI,Native
Elymus curvatus,WI,Native
Elymus diversiglumis,WI,Native
Elymus ×ebingeri,WI,Native
Elymus glaucus,WI,Native
Elymus hystrix,WI,Native
Elymus lanceolatus,WI,Native
Elymus macgregorii,WI,Native
Elymus ×maltei,WI,Native
Elymus riparius,WI,Native
Elymus trachycaulus,WI,Native
Elymus villosus,WI,Native
Elymus virginicus,WI,Native
Elymus wiegandii,WI,Native
Eragrostis capillaris,WI,Native
Eragrostis frankii,WI,Native
Eragrostis hypnoides,WI,Native
Eragrostis mexicana,WI,Native
Eragrostis pectinacea,WI,Native
Eragrostis pilosa,WI,Native
Eragrostis spectabilis,WI,Native
Eragrostis trichodes,WI,Native
Festuca occidentalis,WI,Native
Festuca paradoxa,WI,Native
Festuca saximontana,WI,Native
Festuca subverticillata,WI,Native
Glyceria borealis,WI,Native
Glyceria canadensis,WI,Native
Glyceria grandis,WI,Native
Glyceria septentrionalis,WI,Native
Glyceria striata,WI,Native
Graphephorum melicoides,WI,Native
Hesperostipa comata,WI,Native
Hesperostipa spartea,WI,Native
Hordeum jubatum,WI,Native
Hordeum pusillum,WI,Native
Koeleria macrantha,WI,Native
Leersia lenticularis,WI,Native
Leersia oryzoides,WI,Native
Leersia virginica,WI,Native
Melica nitens,WI,Native
Melica smithii,WI,Native
Milium effusum,WI,Native
Muhlenbergia asperifolia,WI,Native
Muhlenbergia cuspidata,WI,Native
Muhlenbergia frondosa,WI,Native
Muhlenbergia glomerata,WI,Native
Muhlenbergia mexicana,WI,Native
Muhlenbergia racemosa,WI,Native
Muhlenbergia richardsonis,WI,Native
Muhlenbergia schreberi,WI,Native
Muhlenbergia sobolifera,WI,Native
Muhlenbergia sylvatica,WI,Native
Muhlenbergia tenuiflora,WI,Native
Muhlenbergia uniflora,WI,Native
Nassella viridula,WI,Native
Oryzopsis asperifolia,WI,Native
Panicum capillare,WI,Native
Panicum dichotomiflorum,WI,Native
Panicum flexile,WI,Native
Panicum philadelphicum,WI,Native
Panicum virgatum,WI,Native
Pascopyrum smithii,WI,Native
Paspalum setaceum,WI,Native
Patis racemosa,WI,Native
Phalaris arundinacea,WI,Native
Piptatheropsis canadensis,WI,Native
Piptatheropsis pungens,WI,Native
Poa alsodes,WI,Native
Poa arida,WI,Native
Poa glauca,WI,Native
Poa interior,WI,Native
Poa nemoralis,WI,Native
Poa paludigena,WI,Native
Poa palustris,WI,Native
Poa saltuensis,WI,Native
Poa sylvestris,WI,Native
Poa wolfii,WI,Native
Polypogon interruptus,WI,Native
Puccinellia nuttalliana,WI,Native
Schizachne purpurascens,WI,Native
Schizachyrium scoparium,WI,Native
Sorghastrum nutans,WI,Native
Spartina pectinata,WI,Native
Sphenopholis intermedia,WI,Native
Sphenopholis obtusata,WI,Native
Sporobolus clandestinus,WI,Native
Sporobolus compositus,WI,Native
Sporobolus cryptandrus,WI,Native
Sporobolus heterolepis,WI,Native
Sporobolus neglectus,WI,Native
Sporobolus vaginiflorus,WI,Native
Torreyochloa pallida,WI,Native
Tridens flavus,WI,Native
Triplasis purpurea,WI,Native
Trisetum spicatum,WI,Native
Vulpia octoflora,WI,Native
Zizania aquatica,WI,Native
Zizania palustris,WI,Native
Collomia linearis,WI,Native
Gilia achilleifolia,WI,Native
Ipomopsis rubra,WI,Native
Phlox bifida,WI,Native
Phlox divaricata,WI,Native
Phlox glaberrima,WI,Native
Phlox paniculata,WI,Native
Phlox pilosa,WI,Native
Phlox subulata,WI,Native
Polemonium occidentale,WI,Native
Polemonium reptans,WI,Native
Polygala ambigua,WI,Native
Polygala cruciata,WI,Native
Polygala incarnata,WI,Native
Polygala polygama,WI,Native
Polygala sanguinea,WI,Native
Polygala senega,WI,Native
Polygala verticillata,WI,Native
Polygaloides paucifolia,WI,Native
Fallopia cilinodis,WI,Native
Fallopia scandens,WI,Native
Persicaria amphibia,WI,Native
Persicaria arifolia,WI,Native
Persicaria careyi,WI,Native
Persicaria hydropiperoides,WI,Native
Persicaria lapathifolia,WI,Native
Persicaria pensylvanica,WI,Native
Persicaria punctata,WI,Native
Persicaria sagittata,WI,Native
Persicaria virginiana,WI,Native
Polygonum achoreum,WI,Native
Polygonum articulatum,WI,Native
Polygonum erectum,WI,Native
Polygonum ramosissimum,WI,Native
Polygonum tenue,WI,Native
Rumex acetosa,WI,Native
Rumex altissimus,WI,Native
Rumex britannica,WI,Native
Rumex fueginus,WI,Native
Rumex triangulivalvis,WI,Native
Rumex venosus,WI,Native
Rumex verticillatus,WI,Native
Polypodium virginianum,WI,Native
Heteranthera dubia,WI,Native
Pontederia cordata,WI,Native
Portulaca oleracea,WI,Native
Potamogeton alpinus,WI,Native
Potamogeton amplifolius,WI,Native
Potamogeton berchtoldii,WI,Native
Potamogeton bicupulatus,WI,Native
Potamogeton confervoides,WI,Native
Potamogeton diversifolius,WI,Native
Potamogeton epihydrus,WI,Native
Potamogeton foliosus,WI,Native
Potamogeton friesii,WI,Native
Potamogeton gramineus,WI,Native
Potamogeton ×griffithii,WI,Native
Potamogeton ×hagstroemii,WI,Native
Potamogeton ×haynesii,WI,Native
Potamogeton hillii,WI,Native
Potamogeton illinoensis,WI,Native
Potamogeton ×luxurians,WI,Native
Potamogeton natans,WI,Native
Potamogeton ×nericus,WI,Native
Potamogeton nodosus,WI,Native
Potamogeton oakesianus,WI,Native
Potamogeton obtusifolius,WI,Native
Potamogeton perfoliatus,WI,Native
Potamogeton praelongus,WI,Native
Potamogeton pulcher,WI,Native
Potamogeton pusillus,WI,Native
Potamogeton richardsonii,WI,Native
Potamogeton robbinsii,WI,Native
Potamogeton ×spathuliformis,WI,Native
Potamogeton spirillus,WI,Native
Potamogeton strictifolius,WI,Native
Potamogeton ×subsessilis,WI,Native
Potamogeton vaseyi,WI,Native
Potamogeton zosteriformis,WI,Native
Stuckenia filiformis,WI,Native
Stuckenia pectinata,WI,Native
Stuckenia vaginata,WI,Native
Zannichellia palustris,WI,Native
Androsace occidentalis,WI,Native
Dodecatheon amethystinum,WI,Native
Dodecatheon meadia,WI,Native
Lysimachia borealis,WI,Native
Lysimachia ciliata,WI,Native
Lysimachia ×commixta,WI,Native
Lysimachia hybrida,WI,Native
Lysimachia lanceolata,WI,Native
Lysimachia ×producta,WI,Native
Lysimachia quadriflora,WI,Native
Lysimachia quadrifolia,WI,Native
Lysimachia terrestris,WI,Native
Lysimachia thyrsiflora,WI,Native
Primula mistassinica,WI,Native
Samolus parviflorus,WI,Native
Adiantum pedatum,WI,Native
Cryptogramma stelleri,WI,Native
Myriopteris gracilis,WI,Native
Myriopteris lanosa,WI,Native
Pellaea atropurpurea,WI,Native
Pellaea glabella,WI,Native
Aconitum columbianum,WI,Native
Actaea ×ludovici,WI,Native
Actaea pachypoda,WI,Native
Actaea rubra,WI,Native
Anemone canadensis,WI,Native
Anemone caroliniana,WI,Native
Anemone cylindrica,WI,Native
Anemone multifida,WI,Native
Anemone quinquefolia,WI,Native
Anemone virginiana,WI,Native
Aquilegia canadensis,WI,Native
Caltha natans,WI,Native
Caltha palustris,WI,Native
Clematis occidentalis,WI,Native
Clematis virginiana,WI,Native
Coptidium lapponicum,WI,Native
Coptis trifolia,WI,Native
Cyrtorhyncha cymbalaria,WI,Native
Delphinium carolinianum,WI,Native
Enemion biternatum,WI,Native
Hepatica nobilis,WI,Native
Hydrastis canadensis,WI,Native
Myosurus minimus,WI,Native
Pulsatilla patens,WI,Native
Ranunculus abortivus,WI,Native
Ranunculus fascicularis,WI,Native
Ranunculus flabellaris,WI,Native
Ranunculus flammula,WI,Native
Ranunculus gmelinii,WI,Native
Ranunculus hispidus,WI,Native
Ranunculus longirostris,WI,Native
Ranunculus pensylvanicus,WI,Native
Ranunculus recurvatus,WI,Native
Ranunculus rhomboideus,WI,Native
Ranunculus sceleratus,WI,Native
Ranunculus trichophyllus,WI,Native
Thalictrum dasycarpum,WI,Native
Thalictrum dioicum,WI,Native
Thalictrum revolutum,WI,Native
Thalictrum thalictroides,WI,Native
Thalictrum venulosum,WI,Native
Ceanothus americanus,WI,Native
Ceanothus herbaceus,WI,Native
Rhamnus alnifolia,WI,Native
Rhamnus lanceolata,WI,Native
Agrimonia gryposepala,WI,Native
Agrimonia parviflora,WI,Native
Agrimonia pubescens,WI,Native
Agrimonia striata,WI,Native
Amelanchier arborea,WI,Native
Amelanchier bartramiana,WI,Native
Amelanchier humilis,WI,Native
Amelanchier interior,WI,Native
Amelanchier laevis,WI,Native
Amelanchier ×neglecta,WI,Native
Amelanchier sanguinea,WI,Native
Amelanchier spicata,WI,Native
Aronia melanocarpa,WI,Native
Aronia prunifolia,WI,Native
Comarum palustre,WI,Native
Crataegus apiomorpha,WI,Native
Crataegus beata,WI,Native
Crataegus calpodendron,WI,Native
Crataegus chrysocarpa,WI,Native
Crataegus coccinioides,WI,Native
Crataegus corusca,WI,Native
Crataegus crus-galli,WI,Native
Crataegus desueta,WI,Native
Crataegus ×disperma,WI,Native
Crataegus dissona,WI,Native
Crataegus distincta,WI,Native
Crataegus dodgei,WI,Native
Crataegus douglasii,WI,Native
Crataegus fulleriana,WI,Native
Crataegus holmesiana,WI,Native
Crataegus intricata,WI,Native
Crataegus irrasa,WI,Native
Crataegus jesupii,WI,Native
Crataegus lucorum,WI,Native
Crataegus lumaria,WI,Native
Crataegus macrosperma,WI,Native
Crataegus margarettae,WI,Native
Crataegus mollis,WI,Native
Crataegus nitidula,WI,Native
Crataegus pedicellata,WI,Native
Crataegus pringlei,WI,Native
Crataegus prona,WI,Native
Crataegus pruinosa,WI,Native
Crataegus punctata,WI,Native
Crataegus scabrida,WI,Native
Crataegus schuettei,WI,Native
Crataegus submollis,WI,Native
Crataegus succulenta,WI,Native
Crataegus viridis,WI,Native
Dasiphora fruticosa,WI,Native
Drymocallis arguta,WI,Native
Filipendula rubra,WI,Native
Fragaria virginiana,WI,Native
Geum aleppicum,WI,Native
Geum canadense,WI,Native
Geum fragarioides,WI,Native
Geum laciniatum,WI,Native
Geum macrophyllum,WI,Native
Geum rivale,WI,Native
Geum triflorum,WI,Native
Geum vernum,WI,Native
Geum virginianum,WI,Native
Malus coronaria,WI,Native
Malus ioensis,WI,Native
Physocarpus opulifolius,WI,Native
Potentilla anserina,WI,Native
Potentilla gracilis,WI,Native
Potentilla norvegica,WI,Native
Potentilla simplex,WI,Native
Prunus americana,WI,Native
Prunus mexicana,WI,Native
Prunus nigra,WI,Native
Prunus pensylvanica,WI,Native
Prunus pumila,WI,Native
Prunus serotina,WI,Native
Prunus virginiana,WI,Native
Rosa acicularis,WI,Native
Rosa arkansana,WI,Native
Rosa blanda,WI,Native
Rosa carolina,WI,Native
Rosa ×dulcissima,WI,Native
Rosa ×housei,WI,Native
Rosa ×palustriformis,WI,Native
Rosa palustris,WI,Native
Rosa setigera,WI,Native
Rosa woodsii,WI,Native
Rubus allegheniensis,WI,Native
Rubus alumnus,WI,Native
Rubus arcticus,WI,Native
Rubus baileyanus,WI,Native
Rubus bellobatus,WI,Native
Rubus canadensis,WI,Native
Rubus curtipes,WI,Native
Rubus elegantulus,WI,Native
Rubus exeter,WI,Native
Rubus exsularis,WI,Native
Rubus fecundus,WI,Native
Rubus flagellaris,WI,Native
Rubus frondosus,WI,Native
Rubus glandicaulis,WI,Native
Rubus hispidus,WI,Native
Rubus ithacanus,WI,Native
Rubus junceus,WI,Native
Rubus kennedyanus,WI,Native
Rubus meracus,WI,Native
Rubus michiganensis,WI,Native
Rubus missouricus,WI,Native
Rubus multifer,WI,Native
Rubus multiformis,WI,Native
Rubus ×neglectus,WI,Native
Rubus occidentalis,WI,Native
Rubus odoratus,WI,Native
Rubus parviflorus,WI,Native
Rubus pensilvanicus,WI,Native
Rubus pergratus,WI,Native
Rubus permixtus,WI,Native
Rubus perspicuus,WI,Native
Rubus philadelphicus,WI,Native
Rubus plicatifolius,WI,Native
Rubus plus,WI,Native
Rubus pubescens,WI,Native
Rubus quaesitus,WI,Native
Rubus recurvans,WI,Native
Rubus regionalis,WI,Native
Rubus roribaccus,WI,Native
Rubus rosa,WI,Native
Rubus schoolcraftianus,WI,Native
Rubus semisetosus,WI,Native
Rubus setosus,WI,Native
Rubus spectatus,WI,Native
Rubus steelei,WI,Native
Rubus stipulatus,WI,Native
Rubus uniformis,WI,Native
Rubus uvidus,WI,Native
Rubus vagus,WI,Native
Rubus variispinus,WI,Native
Rubus vermontanus,WI,Native
Rubus wheeleri,WI,Native
Rubus wisconsinensis,WI,Native
Sibbaldia tridentata,WI,Native
Sorbus americana,WI,Native
Sorbus decora,WI,Native
Spiraea alba,WI,Native
Spiraea tomentosa,WI,Native
Cephalanthus occidentalis,WI,Native
Diodia teres,WI,Native
Galium aparine,WI,Native
Galium asprellum,WI,Native
Galium boreale,WI,Native
Galium brevipes,WI,Native
Galium circaezans,WI,Native
Galium concinnum,WI,Native
Galium labradoricum,WI,Native
Galium lanceolatum,WI,Native
Galium obtusum,WI,Native
Galium palustre,WI,Native
Galium tinctorium,WI,Native
Galium trifidum,WI,Native
Galium triflorum,WI,Native
Houstonia caerulea,WI,Native
Houstonia longifolia,WI,Native
Mitchella repens,WI,Native
Ruppia cirrhosa,WI,Native
Maianthemum canadense,WI,Native
Maianthemum racemosum,WI,Native
Maianthemum stellatum,WI,Native
Maianthemum trifolium,WI,Native
Polygonatum biflorum,WI,Native
Polygonatum pubescens,WI,Native
Ptelea trifoliata,WI,Native
Zanthoxylum americanum,WI,Native
Populus balsamifera,WI,Native
Populus deltoides,WI,Native
Populus grandidentata,WI,Native
Populus ×jackii,WI,Native
Populus tremuloides,WI,Native
Salix amygdaloides,WI,Native
Salix bebbiana,WI,Native
Salix candida,WI,Native
Salix ×conifera,WI,Native
Salix cordata,WI,Native
Salix discolor,WI,Native
Salix eriocephala,WI,Native
Salix famelica,WI,Native
Salix ×glatfelteri,WI,Native
Salix humilis,WI,Native
Salix interior,WI,Native
Salix lucida,WI,Native
Salix myricoides,WI,Native
Salix nigra,WI,Native
Salix pedicellaris,WI,Native
Salix pellita,WI,Native
Salix petiolaris,WI,Native
Salix planifolia,WI,Native
Salix pyrifolia,WI,Native
Salix sericea,WI,Native
Salix serissima,WI,Native
Azolla cristata,WI,Native
Azolla microphylla,WI,Native
Arceuthobium pusillum,WI,Native
Comandra umbellata,WI,Native
Geocaulon lividum,WI,Native
Acer ×freemanii,WI,Native
Acer negundo,WI,Native
Acer nigrum,WI,Native
Acer pensylvanicum,WI,Native
Acer rubrum,WI,Native
Acer saccharinum,WI,Native
Acer saccharum,WI,Native
Acer spicatum,WI,Native
Aesculus glabra,WI,Native
Sarracenia purpurea,WI,Native
Saururus cernuus,WI,Native
Chrysosplenium americanum,WI,Native
Heuchera americana,WI,Native
Heuchera richardsonii,WI,Native
Micranthes pensylvanica,WI,Native
Mitella diphylla,WI,Native
Mitella ×intermedia,WI,Native
Mitella nuda,WI,Native
Sullivantia sullivantii,WI,Native
Tiarella cordifolia,WI,Native
Scheuchzeria palustris,WI,Native
Scrophularia lanceolata,WI,Native
Scrophularia marilandica,WI,Native
Selaginella eclipes,WI,Native
Selaginella rupestris,WI,Native
Selaginella selaginoides,WI,Native
Smilax ecirrata,WI,Native
Smilax hispida,WI,Native
Smilax illinoensis,WI,Native
Smilax lasioneuron,WI,Native
Datura wrightii,WI,Native
Leucophysalis grandiflora,WI,Native
Physalis grisea,WI,Native
Physalis heterophylla,WI,Native
Physalis longifolia,WI,Native
Physalis pubescens,WI,Native
Physalis pumila,WI,Native
Physalis virginiana,WI,Native
Solanum carolinense,WI,Native
Solanum ptychanthum,WI,Native
Solanum rostratum,WI,Native
Solanum triflorum,WI,Native
Staphylea trifolia,WI,Native
Taxus canadensis,WI,Native
Parathelypteris simulata,WI,Native
Phegopteris connectilis,WI,Native
Phegopteris hexagonoptera,WI,Native
Thelypteris palustris,WI,Native
Dirca palustris,WI,Native
Triantha glutinosa,WI,Native
