"Symbol","Scientific Name","Duration","Growth Habit","Native Status","Invasive"
"PIGR6","Pisonia grandis R. Br.","","","",""
"PIAC2","Pisonia helleri Standl.","","","",""
"GUOB","Pisonia obtusata Jacq.","","","",""
"PIRO3","Pisonia rotundata Griseb.","","","",""
"PISA5","Pisonia sandwicensis Hillebr.","","","",""
"PISU","Pisonia subcordata Sw.","","","",""
"PITA2","Pisonia taina Trejo","","","",""
"PIUM2","Pisonia umbellifera","","","",""
"PIWA2","Pisonia wagneriana Fosberg","","","",""
"ASFLF","Pisophaca flexuosa","","","",""
"PISTA","Pistacia L.","","","",""
"PIAT4","Pistacia atlantica Desf.","","","",""
"PIAT4","Pistacia cabulica Stocks","","","",""
"PICH4","Pistacia chinensis Bunge","","","",""
"PILE5","Pistacia lentiscus L.","","","",""
"PIME4","Pistacia mexicana Kunth","","","",""
"BUSI","Pistacia simaruba L.","","","",""
"PITE10","Pistacia terebinthus L.","","","",""
"PIME4","Pistacia texana Swingle","","","",""
"PIVE3","Pistacia vera L.","","","",""
"PISTI","Pistia L.","","","",""
"PIST2","Pistia stratiotes L.","","","",""
"PISUM","Pisum L.","","","",""
"PISA6","Pisum arvense L.","","","",""
"PIEL5","Pisum elatius Steven ex M. Bieb.","","","",""
"PIFU","Pisum fulvum Sm.","","","",""
"PISA6","Pisum humile Boiss. & Noe","","","",""
"LAJAM","Pisum maritimum L.","","","",""
"LAJAM","Pisum maritimum L. var. glabrum Ser.","","","",""
"PISA6","Pisum sativum L.","","","",""
"PISA6","Pisum sativum L. ssp. arvense","","","",""
"PISA6","Pisum sativum L. var. arvense","","","",""
"PISA6","Pisum sativum L. var. humile Poir.","","","",""
"PISA6","Pisum sativum L. var. macrocarpon Ser.","","","",""
"PISY2","Pisum syriacum","","","",""
"CNDU","Pitavia dumosa Nutt.","","","",""
"PITCA","Pitcairnia L'HÃ©r.","","","",""
"PIAN","Pitcairnia angustifolia Aiton","","","",""
"PIANA","Pitcairnia angustifolia Aiton var. angustifolia","","","",""
"PIANS","Pitcairnia angustifolia Aiton var. simplicior Proctor & CedeÃ±o-Mald.","","","",""
"PIAN","Pitcairnia latifolia Aiton","","","",""
"RHCY4","Pitcheria galactoides Nutt.","","","",""
"PITHE","Pithecellobium Mart.","","","",""
"COAR9","Pithecellobium arboreum","","","",""
"PIBA5","Pithecellobium bahamense Northr.","","","",""
"ALCA8","Pithecellobium carbonarium","","","",""
"EBCO","Pithecellobium confine Standl.","","","",""
"PIDU","Pithecellobium dulce","","","",""
"EBEB","Pithecellobium ebano","","","",""
"EBEB","Pithecellobium flexicaule","","","",""
"COGR22","Pithecellobium graciliflorum S.F. Blake","","","",""
"PIKE","Pithecellobium guadalupense","","","",""
"PIJI","Pithecellobium jiringa","","","",""
"PIKE","Pithecellobium keyense Britton ex Britton & Rose","","","",""
"HAME3","Pithecellobium mexicanum Rose","","","",""
"VAFA","Pithecellobium minutum M.E. Jones","","","",""
"HAPA10","Pithecellobium pallens","","","",""
"SASA10","Pithecellobium saman","","","",""
"HASO","Pithecellobium sonorae S. Watson","","","",""
"PIUN","Pithecellobium unguis-cati","","","",""
"PITHE2","Pithecoctenium Mart. ex Meisn.","","","",""
"PICR3","Pithecoctenium crucigerum","","","",""
"PITTO","Pittosporum Banks ex Sol.","","","",""
"PIGL4","Pittosporum acuminatum H. Mann","","","",""
"PIGL4","Pittosporum acuminatum H. Mann var. degeneri Sherff","","","",""
"PIGL4","Pittosporum acuminatum H. Mann var. leptopodum Sherff","","","",""
"PIGL4","Pittosporum acuminatum H. Mann var. magnifolium Sherff","","","",""
"PIGL4","Pittosporum acuminatum H. Mann var. waimeanum Sherff","","","",""
"PIGL4","Pittosporum acutisepalum","","","",""
"PIHO","Pittosporum amplectens Sherff","","","",""
"PIAR4","Pittosporum argentifolium Sherff","","","",""
"PIAR4","Pittosporum argentifolium Sherff var. rockii Sherff","","","",""
"PIAR4","Pittosporum argentifolium Sherff var. sessile Sherff","","","",""
"PICO4","Pittosporum cauliflorum H. Mann","","","",""
"PICO4","Pittosporum cauliflorum H. Mann var. cladanthoides Sherff","","","",""
"PICO4","Pittosporum cauliflorum H. Mann var. fulvum Hillebr.","","","",""
"PICO4","Pittosporum cauliflorum H. Mann var. pedicellatum Sherff","","","",""
"PICO4","Pittosporum cladanthum Sherff","","","",""
"PICO4","Pittosporum cladanthum Sherff var. gracilipes Sherff","","","",""
"PICO4","Pittosporum cladanthum Sherff var. reticulatum","","","",""
"PICO4","Pittosporum cladanthum Sherff var. skottsbergii H. St. John","","","",""
"PICO4","Pittosporum confertiflorum A. Gray","","","",""
"PICO4","Pittosporum confertiflorum A. Gray var. longipes Sherff","","","",""
"PICO4","Pittosporum confertiflorum A. Gray var. mannii Sherff","","","",""
"PICO4","Pittosporum confertiflorum A. Gray var. microphyllum Sherff","","","",""
"PICR","Pittosporum crassifolium Banks & Sol. ex A. Cunn.","","","",""
"PIGL4","Pittosporum dolosum Sherff","","","",""
"PIGL4","Pittosporum dolosum Sherff var. aquilonium Sherff","","","",""
"PIFL4","Pittosporum flocculosum","","","",""
"PIAR4","Pittosporum forbesii Sherff","","","",""
"PIGA2","Pittosporum gayanum Rock","","","",""
"PIGA2","Pittosporum gayanum Rock var. skottsbergii Sherff","","","",""
"PIGA2","Pittosporum gayanum Rock var. waialealae Rock","","","",""
"PIGL4","Pittosporum glabrum Hook. & Arn.","","","",""
"PIGL4","Pittosporum glabrum Hook. & Arn. var. glomeratum","","","",""
"PIGL4","Pittosporum glabrum Hook. & Arn. var. intermedium Sherff","","","",""
"PIGL4","Pittosporum glabrum Hook. & Arn. var. spathulatum","","","",""
"PIGL4","Pittosporum glabrum Hook. & Arn. var. tinifolium Sherff","","","",""
"PICO4","Pittosporum halophiloides Sherff","","","",""
"PIHA3","Pittosporum halophilum Rock","","","",""
"PIHA4","Pittosporum hawaiiense Hillebr.","","","",""
"PIGL4","Pittosporum helleri Sherff","","","",""
"PIHO","Pittosporum hosmeri Rock","","","",""
"PIHO","Pittosporum hosmeri Rock var. longifolium Rock","","","",""
"PIHO","Pittosporum hosmeri Rock var. st.-johnii Sherff","","","",""
"PIGL4","Pittosporum insigne Hillebr.","","","",""
"PIGL4","Pittosporum insigne Hillebr. var. fosbergii Sherff","","","",""
"PIGL4","Pittosporum insigne Hillebr. var. hillebrandii","","","",""
"PIGL4","Pittosporum insigne Hillebr. var. lydgatei Sherff","","","",""
"PIGL4","Pittosporum insigne Hillebr. var. micranthum Sherff","","","",""
"PIGL4","Pittosporum insigne Hillebr. var. pelekunuanum Sherff","","","",""
"PIGL4","Pittosporum kahananum Sherff","","","",""
"PIKA3","Pittosporum kauaiense Hillebr.","","","",""
"PIKA3","Pittosporum kauaiense Hillebr. var. phaeocarpum Sherff","","","",""
"PIKA3","Pittosporum kauaiense Hillebr. var. repens Sherff","","","",""
"PITE5","Pittosporum kiloneae H. St. John","","","",""
"PICO4","Pittosporum lanaiense H. St. John","","","",""
"PINA","Pittosporum napaliense Sherff","","","",""
"PIPE8","Pittosporum pentandrum","","","",""
"PIRA6","Pittosporum ralphii Kirk","","","",""
"PIRE8","Pittosporum resiniferum Hemsl.","","","",""
"PIGL4","Pittosporum sulcatum Sherff","","","",""
"PIGL4","Pittosporum sulcatum Sherff var. remyi Sherff","","","",""
"PIGL4","Pittosporum sulcatum Sherff var. rumicifolium Sherff","","","",""
"PITE11","Pittosporum tenuifolium Gaertn.","","","",""
"PITE5","Pittosporum terminalioides Planch. ex A. Gray","","","",""
"PITE5","Pittosporum terminalioides Planch. ex A. Gray var. lanaiense Sherff","","","",""
"PITE5","Pittosporum terminalioides Planch. ex A. Gray var. macrocarpum Sherff","","","",""
"PITE5","Pittosporum terminalioides Planch. ex A. Gray var. macropus Skottsb.","","","",""
"PITE5","Pittosporum terminalioides Planch. ex A. Gray var. mauiense Sherff","","","",""
"PITO2","Pittosporum tobira","","","",""
"PIUN2","Pittosporum undulatum Vent.","","","",""
"PIVI5","Pittosporum viridiflorum Sims","","","",""
"PIMO4","Pittosporum Ã—monae Rock ex H. St. John","","","",""
"PITYO2","Pityopsis Nutt.","","","",""
"PIASA","Pityopsis adenolepis","","","",""
"PIASA2","Pityopsis aspera","","","",""
"PIASA","Pityopsis aspera","","","",""
"PIAS2","Pityopsis aspera","","","",""
"PIFA","Pityopsis falcata","","","",""
"PIFL5","Pityopsis flexuosa","","","",""
"PIGRG","Pityopsis graminifolia","","","",""
"PIGR4","Pityopsis graminifolia","","","",""
"PIGRA","Pityopsis graminifolia","","","",""
"PIGRL","Pityopsis graminifolia","","","",""
"PIGRT","Pityopsis graminifolia","","","",""
"PIGRT","Pityopsis graminifolia","","","",""
"PIGRT2","Pityopsis graminifolia","","","",""
"PIGRT","Pityopsis microcephala","","","",""
"PIOL","Pityopsis oligantha","","","",""
"PIPI4","Pityopsis pinifolia","","","",""
"PIRU3","Pityopsis ruthii","","","",""
"PIGRT2","Pityopsis tracyi","","","",""
"PITYO","Pityopus Small","","","",""
"PICA9","Pityopus californica","","","",""
"ASAN6","Pityothamnus angustifolius","","","",""
"ASIN12","Pityothamnus incanus","","","",""
"ASOB6","Pityothamnus obovatus","","","",""
"ASPY2","Pityothamnus pygmeus","","","",""
"ASRE7","Pityothamnus reticulatus","","","",""
"ASTE11","Pityothamnus tetramerus","","","",""
"PITYR","Pityrogramma Link","","","",""
"PIAU4","Pityrogramma austroamericana Domin","","","",""
"PICA4","Pityrogramma calomelanos","","","",""
"PIAU4","Pityrogramma calomelanos","","","",""
"PIAU4","Pityrogramma calomelanos","","","",""
"PICH","Pityrogramma chrysophylla","","","",""
"PICHS","Pityrogramma chrysophylla","","","",""
"PICHG","Pityrogramma chrysophylla","","","",""
"PIEB","Pityrogramma ebenea","","","",""
"PEPA40","Pityrogramma pallida","","","",""
"PETRT","Pityrogramma semipallida J.T. Howell, nom. inq.","","","",""
"PICHS","Pityrogramma subflexuosa Domin","","","",""
"PISU2","Pityrogramma sulphurea","","","",""
"PIEB","Pityrogramma tartarea auct. non","","","",""
"PETRT","Pityrogramma triangularis","","","",""
"PETRM","Pityrogramma triangularis","","","",""
"PETRT","Pityrogramma triangularis","","","",""
"PETRV","Pityrogramma triangularis","","","",""
"PEPA40","Pityrogramma triangularis","","","",""
"PETRT","Pityrogramma triangularis","","","",""
"PITR2","Pityrogramma trifoliata","","","",""
"PETRV","Pityrogramma viscosa","","","",""
"PIMA12","Pityrogramma Ã—mackenneyi W.H. Wagner","","","",""
"PLACI","Placidiopsis Beltr.","","","",""
"PLCE2","Placidiopsis cervinula","","","",""
"PLCI5","Placidiopsis cinerascens","","","",""
"PLMI2","Placidiopsis minor R.C. Harris","","","",""
"PLPS3","Placidiopsis pseudocinerea Breuss","","","",""
"PLACO","Placopsis","","","",""
"PLCR3","Placopsis cribellans","","","",""
"PLGE2","Placopsis gelida","","","",""
"PLRO7","Placopsis roseonigra Brodo","","","",""
"PLACY2","Placynthiella Elenkin","","","",""
"PLHY4","Placynthiella hyporhoda","","","",""
"PLIC","Placynthiella icmalea","","","",""
"PLOL2","Placynthiella oligotropha","","","",""
"PLUL","Placynthiella uliginosa","","","",""
"PLACY3","Placynthium","","","",""
"PLAS60","Placynthium asperellum","","","",""
"PLAS60","Placynthium aspratile","","","",""
"MAMI10","Placynthium dubium Herre","","","",""
"PLFL3","Placynthium flabellosum","","","",""
"MAMI10","Placynthium microphyllizum","","","",""
"PLNI60","Placynthium nigrum","","","",""
"PLPE3","Placynthium petersii","","","",""
"PLST5","Placynthium stenophyllum","","","",""
"PLSTI","Placynthium stenophyllum","","","",""
"PESU9","Placynthium subnigrum de Lesd.","","","",""
"PLSU3","Placynthium subradiatum","","","",""
"PLAGI","Plagiobothrys Fisch. & C.A. Mey.","","","",""
"PLAC","Plagiobothrys acanthocarpus","","","",""
"PLCAC4","Plagiobothrys arizonicus","","","",""
"PLAR","Plagiobothrys arizonicus","","","",""
"PLTE","Plagiobothrys asper Greene","","","",""
"PLAU","Plagiobothrys austiniae","","","",""
"PLBRB","Plagiobothrys bracteatus","","","",""
"PLBR","Plagiobothrys bracteatus","","","",""
"PLBRA","Plagiobothrys bracteatus","","","",""
"PLCOC","Plagiobothrys californicus","","","",""
"PLCOF","Plagiobothrys californicus","","","",""
"PLCOG","Plagiobothrys californicus","","","",""
"PLCOU","Plagiobothrys californicus","","","",""
"PLFUC","Plagiobothrys campestris Greene","","","",""
"PLCA2","Plagiobothrys canescens Benth.","","","",""
"PLCAC3","Plagiobothrys canescens Benth. var. canescens","","","",""
"PLCAC4","Plagiobothrys canescens Benth. var. catalinensis","","","",""
"PLUN2","Plagiobothrys chorisianus","","","",""
"PLCHC","Plagiobothrys chorisianus","","","",""
"PLCH","Plagiobothrys chorisianus","","","",""
"PLCHH","Plagiobothrys chorisianus","","","",""
"PLSCH","Plagiobothrys cognatus","","","",""
"PLCOU","Plagiobothrys collinus","","","",""
"PLCOF","Plagiobothrys collinus","","","",""
"PLCOG","Plagiobothrys collinus","","","",""
"PLCOC","Plagiobothrys collinus","","","",""
"PLCO13","Plagiobothrys collinus","","","",""
"PLSCC","Plagiobothrys cusickii","","","",""
"PLTOD","Plagiobothrys diffusus","","","",""
"PLDI2","Plagiobothrys distantiflorus","","","",""
"PLFI","Plagiobothrys figuratus","","","",""
"PLFIF","Plagiobothrys figuratus","","","",""
"PLFIC","Plagiobothrys figuratus","","","",""
"PLFU","Plagiobothrys fulvus","","","",""
"PLFUC","Plagiobothrys fulvus","","","",""
"PLGL","Plagiobothrys glaber","","","",""
"PLGL4","Plagiobothrys glomeratus A. Gray","","","",""
"PLGLM","Plagiobothrys glyptocarpus","","","",""
"PLGL2","Plagiobothrys glyptocarpus","","","",""
"PLGLG","Plagiobothrys glyptocarpus","","","",""
"PLSCS","Plagiobothrys granulatus","","","",""
"PLGR","Plagiobothrys greenei","","","",""
"PLKIH","Plagiobothrys harknessii Greene","","","",""
"PLFIC","Plagiobothrys hirtus","","","",""
"PLFIF","Plagiobothrys hirtus","","","",""
"PLHI6","Plagiobothrys hirtus","","","",""
"PLSCH","Plagiobothrys hispidulus","","","",""
"PLHI3","Plagiobothrys hispidus A. Gray","","","",""
"PLHU","Plagiobothrys humistratus","","","",""
"PLHY","Plagiobothrys hystriculus","","","",""
"PLIN","Plagiobothrys infectivus I.M. Johnst.","","","",""
"PLJO","Plagiobothrys jonesii A. Gray","","","",""
"PLKIH","Plagiobothrys kingii","","","",""
"PLKIK","Plagiobothrys kingii","","","",""
"PLKI","Plagiobothrys kingii","","","",""
"PLLA3","Plagiobothrys lamprocarpus","","","",""
"PLLE","Plagiobothrys leptocladus","","","",""
"PLLI","Plagiobothrys lithocaryus","","","",""
"PLMOV","Plagiobothrys mollis","","","",""
"PLMO","Plagiobothrys mollis","","","",""
"PLMOM","Plagiobothrys mollis","","","",""
"PLMY","Plagiobothrys myosotoides","","","",""
"PLSCH","Plagiobothrys nelsonii","","","",""
"PLNI2","Plagiobothrys nitens","","","",""
"PLNO","Plagiobothrys nothofulvus","","","",""
"PLOR","Plagiobothrys orientalis","","","",""
"PLLE","Plagiobothrys orthocarpus","","","",""
"PLPA","Plagiobothrys parishii I.M. Johnst.","","","",""
"PLPR3","Plagiobothrys pringlei Greene","","","",""
"PLSCS","Plagiobothrys reticulatus","","","",""
"PLRE","Plagiobothrys reticulatus","","","",""
"PLRE","Plagiobothrys reticulatus","","","",""
"PLSA3","Plagiobothrys salsus","","","",""
"PLSCH","Plagiobothrys scopulorum","","","",""
"PLSCS","Plagiobothrys scouleri","","","",""
"PLSC2","Plagiobothrys scouleri","","","",""
"PLSCH","Plagiobothrys scouleri","","","",""
"PLSCC","Plagiobothrys scouleri","","","",""
"PLSCH","Plagiobothrys scouleri","","","",""
"PLSCH","Plagiobothrys scouleri","","","",""
"PLSC3","Plagiobothrys scriptus","","","",""
"PLSH","Plagiobothrys shastensis Greene ex A. Gray","","","",""
"PLSTM","Plagiobothrys stipitatus","","","",""
"PLSTS","Plagiobothrys stipitatus","","","",""
"PLST","Plagiobothrys stipitatus","","","",""
"PLST2","Plagiobothrys strictus","","","",""
"PLTE","Plagiobothrys tenellus","","","",""
"PLTET","Plagiobothrys tener","","","",""
"PLTES","Plagiobothrys tener","","","",""
"PLTET","Plagiobothrys tener","","","",""
"PLTE2","Plagiobothrys tener","","","",""
"PLTOT","Plagiobothrys torreyi","","","",""
"PLTO","Plagiobothrys torreyi","","","",""
"PLTOD","Plagiobothrys torreyi","","","",""
"PLTR","Plagiobothrys trachycarpus","","","",""
"PLUN","Plagiobothrys uncinatus J.T. Howell","","","",""
"PLUN2","Plagiobothrys undulatus","","","",""
"PLAGI5","Plagiobryum Lindb.","","","",""
"PLDE70","Plagiobryum demissum","","","",""
"PLZI","Plagiobryum zieri","","","",""
"LIHY2","Plagiocarpa hyalospora","","","",""
"LIIL","Plagiocarpa illota","","","",""
"LIIL","Plagiocarpa langloisii R.C. Harris","","","",""
"LIMA16","Plagiocarpa macrospora R.C. Harris","","","",""
"LIPH5","Plagiocarpa phaeospora R.C. Harris","","","",""
"LISE8","Plagiocarpa septemseptata R.C. Harris","","","",""
"PLAGI4","Plagiochasma Lehm. & Lindenb., nom. cons.","","","",""
"PLCR4","Plagiochasma crenulatum Gottsche","","","",""
"PLCU6","Plagiochasma cuneatum A. Evans","","","",""
"PLIN12","Plagiochasma intermedium Lindenb. & Gottsche","","","",""
"PLLA11","Plagiochasma landii A. Evans","","","",""
"PLRU7","Plagiochasma rupestre","","","",""
"PLWR3","Plagiochasma wrightii Sull.","","","",""
"PLAGI2","Plagiochila","","","",""
"PLAC5","Plagiochila acanthophylla Gottsche","","","",""
"PLACC","Plagiochila acanthophylla Gottsche ssp. ciliigera","","","",""
"PLAR8","Plagiochila arctica Bryhn & Kaal.","","","",""
"PLARA","Plagiochila arctica Bryhn & Kaal. var. arctica","","","",""
"PLARI","Plagiochila arctica Bryhn & Kaal. var. intermedia R.M. Schust.","","","",""
"PLARS","Plagiochila arctica Bryhn & Kaal. var. subarctica","","","",""
"PLAS5","Plagiochila aspleniformis R.M. Schust.","","","",""
"PLAS6","Plagiochila asplenioides","","","",""
"PLAU10","Plagiochila austini A. Evans","","","",""
"PLCA18","Plagiochila caduciloba H.L. Blomq.","","","",""
"PLCO21","Plagiochila columbiana A. Evans","","","",""
"PLCO22","Plagiochila corniculata","","","",""
"PLDI5","Plagiochila diffusa Steph.","","","",""
"PLDU3","Plagiochila dubia Lindenb. & Gottsche","","","",""
"PLDUD","Plagiochila dubia Lindenb. & Gottsche var. dubia","","","",""
"PLDUI","Plagiochila dubia Lindenb. & Gottsche var. integrifolia R.M. Schust.","","","",""
"PLEU","Plagiochila euryphyllon Carl","","","",""
"PLEUE","Plagiochila euryphyllon Carl ssp. echinata","","","",""
"PLFL6","Plagiochila floridana A. Evans","","","",""
"PLHY8","Plagiochila hypnoides Lindenb.","","","",""
"PLIN13","Plagiochila invisus R.M. Schust.","","","",""
"PLLU2","Plagiochila ludoviciana Sull.","","","",""
"PLMI8","Plagiochila miradorensis Gottsche","","","",""
"PLMIC","Plagiochila miradorensis Gottsche var. convoluta R.M. Schust.","","","",""
"PLMIM2","Plagiochila miradorensis Gottsche var. miradorensis","","","",""
"PLPO4","Plagiochila porelloides","","","",""
"PLSA8","Plagiochila satoi S. Hatt.","","","",""
"PLSC8","Plagiochila schofieldiana Inoue","","","",""
"PLSE6","Plagiochila semidecurrens Lehm. & Lindenb.","","","",""
"PLSEA","Plagiochila semidecurrens Lehm. & Lindenb. var. alaskana","","","",""
"PLSES","Plagiochila semidecurrens Lehm. & Lindenb. var. semidecurrens","","","",""
"PLSH3","Plagiochila sharpii H.L. Blomq.","","","",""
"PLSHS","Plagiochila sharpii H.L. Blomq. ssp. sharpii","","","",""
"PLSHY","Plagiochila sharpii H.L. Blomq. ssp. yakusimensis","","","",""
"PLSU12","Plagiochila sullivantii Gottsche ex A. Evans","","","",""
"PLSUS","Plagiochila sullivantii Gottsche ex A. Evans var. spinigera R.M. Schust.","","","",""
"PLSUS2","Plagiochila sullivantii Gottsche ex A. Evans var. sullivantii","","","",""
"PLUN6","Plagiochila undata Sull.","","","",""
"PLUNC","Plagiochila undata Sull. ssp. crispata","","","",""
"PLUNU","Plagiochila undata Sull. ssp. undata","","","",""
"PLVI3","Plagiochila virginica A. Evans","","","",""
"PLVIC","Plagiochila virginica A. Evans var. caroliniana R.M. Schust.","","","",""
"PLVIE","Plagiochila virginica A. Evans var. euryphylla R.M. Schust.","","","",""
"PLVIV2","Plagiochila virginica A. Evans var. virginica","","","",""
"PLYO","Plagiochila yokogurensis Steph.","","","",""
"PLYOF","Plagiochila yokogurensis Steph. ssp. fragilifolia R.M. Schust.","","","",""
"TRUN7","Plagiochloa uniolae","","","",""
"PLAGI7","Plagiomnium T. Kop.","","","",""
"PLCA11","Plagiomnium carolinianum","","","",""
"PLCI3","Plagiomnium ciliare","","","",""
"PSCI2","Plagiomnium cinclidioides","","","",""
"PLCU4","Plagiomnium cuspidatum","","","",""
"PLDR","Plagiomnium drummondii","","","",""
"PLEL2","Plagiomnium ellipticum","","","",""
"PLIN11","Plagiomnium insigne","","","",""
"PLMEM2","Plagiomnium medium","","","",""
"PLME4","Plagiomnium medium","","","",""
"PLMEC","Plagiomnium medium","","","",""
"PLMEC","Plagiomnium medium","","","",""
"PLRO5","Plagiomnium rostratum","","","",""
"PLEL2","Plagiomnium rugicum","","","",""
"PLVE","Plagiomnium venustum","","","",""
"PLAGI8","Plagiopus Brid.","","","",""
"PLOE3","Plagiopus oederi","","","",""
"PLOE3","Plagiopus oederi","","","",""
"PLOE3","Plagiopus oederiana","","","",""
"PLOE3","Plagiopus oederianus","","","",""
"PLPI2","Plagiotheciella pilifera","","","",""
"PLAGI3","Plagiothecium Schimp.","","","",""
"PLBE","Plagiothecium berggrenianum Frisvoll","","","",""
"PLCA15","Plagiothecium cavifolium","","","",""
"PLCA15","Plagiothecium cavifolium","","","",""
"PLLA8","Plagiothecium curvifolium auct. Amer.","","","",""
"PLDE2","Plagiothecium denticulatum","","","",""
"PLDE2","Plagiothecium denticulatum","","","",""
"PLLA8","Plagiothecium denticulatum","","","",""
"PLDE2","Plagiothecium denticulatum","","","",""
"PLDE2","Plagiothecium denticulatum","","","",""
"PLDE2","Plagiothecium denticulatum","","","",""
"PLLA8","Plagiothecium denticulatum","","","",""
"PLDE2","Plagiothecium denticulatum","","","",""
"PLLA8","Plagiothecium denticulatum","","","",""
"TADE2","Plagiothecium deplanatum","","","",""
"PSEL3","Plagiothecium elegans","","","",""
"PSEL3","Plagiothecium elegans","","","",""
"PLCA15","Plagiothecium fallax Cardot & ThÃ©r.","","","",""
"TATA","Plagiothecium geophilum","","","",""
"PLLA8","Plagiothecium laetum Schimp.","","","",""
"PLLA9","Plagiothecium latebricola Schimp.","","","",""
"TACU3","Plagiothecium mariannae Grout","","","",""
"ISTE3","Plagiothecium micans","","","",""
"ISTE3","Plagiothecium micans","","","",""
"ISTE3","Plagiothecium micans","","","",""
"ISTE3","Plagiothecium micans","","","",""
"ISTE3","Plagiothecium micans","","","",""
"ISMU3","Plagiothecium muellerianum Schimp.","","","",""
"PLCA15","Plagiothecium neglectum MÃ¶nk.","","","",""
"PLPI2","Plagiothecium piliferum","","","",""
"TATA","Plagiothecium planissimum","","","",""
"PLCA15","Plagiothecium platyphyllum auct. Amer.","","","",""
"ISPU70","Plagiothecium pulchellum","","","",""
"ISPU70","Plagiothecium pulchellum","","","",""
"PLCA15","Plagiothecium roeseanum Schimp.","","","",""
"PLDE2","Plagiothecium ruthei auct. Amer.","","","",""
"HESE6","Plagiothecium seligeri","","","",""
"HESE6","Plagiothecium silesiacum","","","",""
"HEST5","Plagiothecium striatellum","","","",""
"PSDI2","Plagiothecium subfalcatum Austin","","","",""
"PLCA15","Plagiothecium succulentum auct. Amer.","","","",""
"PLCA15","Plagiothecium sylvaticum","","","",""
"PLCA15","Plagiothecium sylvaticum","","","",""
"PLCA15","Plagiothecium sylvaticum","","","",""
"HETU2","Plagiothecium turfaceum","","","",""
"PLUN4","Plagiothecium undulatum","","","",""
"PLUN4","Plagiothecium undulatum","","","",""
"PLANC","Planchonella Pierre","","","",""
"PLSA2","Planchonella auahiensis","","","",""
"PLSA2","Planchonella auahiensis","","","",""
"PLSA2","Planchonella aurantia","","","",""
"PLCA4","Planchonella calcarea","","","",""
"PLSA2","Planchonella ceresolii","","","",""
"PLOB5","Planchonella obovata","","","",""
"PLSA2","Planchonella puulupensis Baehni & O. Deg.","","","",""
"PLSA2","Planchonella rhynchosperma","","","",""
"PLSA2","Planchonella sandwicensis","","","",""
"PLSA2","Planchonella spathulata","","","",""
"PLSA2","Planchonella spathulata","","","",""
"PLSA2","Planchonella spathulata","","","",""
"PLANE","Planera J.F. Gmel.","","","",""
"PLAQ","Planera aquatica J.F. Gmel.","","","",""
"SIVI2","Planodes virginicum","","","",""
"PLANT","Plantago L.","","","",""
"PLAF","Plantago afra L.","","","",""
"PLLA","Plantago altissima auct. non L.","","","",""
"PLAR6","Plantago arenaria Waldst. & Kit.","","","",""
"PLAR9","Plantago argyraea Morris, database artifact","","","",""
"PLAR9","Plantago argyrea Morris","","","",""
"PLAR3","Plantago aristata Michx.","","","",""
"PLAR3","Plantago aristata Michx. var. nuttallii","","","",""
"PLMA2","Plantago asiatica auct. non L.","","","",""
"PLAU4","Plantago australis Lam.","","","",""
"PLAUH","Plantago australis Lam. ssp. hirtella","","","",""
"PLBI2","Plantago bigelovii A. Gray","","","",""
"PLBIB","Plantago bigelovii A. Gray ssp. bigelovii","","","",""
"PLBIC","Plantago bigelovii A. Gray ssp. californica","","","",""
"PLOV","Plantago brunnea Morris","","","",""
"PLBIC","Plantago californica Greene","","","",""
"PLCA3","Plantago canescens M.F. Adams","","","",""
"PLCA3","Plantago canescens M.F. Adams var. cylindrica","","","",""
"PLCO2","Plantago cordata Lam.","","","",""
"PLCO3","Plantago coronopus L.","","","",""
"PLCO3","Plantago coronopus L. ssp. commutata","","","",""
"PLAF","Plantago cynops L., nom. utique rej.","","","",""
"PLDE","Plantago debilis R. Br.","","","",""
"PLEL","Plantago elongata Pursh","","","",""
"PLELE","Plantago elongata Pursh ssp. elongata","","","",""
"PLELP","Plantago elongata Pursh ssp. pentasperma Bassett","","","",""
"PLER3","Plantago erecta Morris","","","",""
"PLER3","Plantago erecta Morris ssp. rigidior Pilg.","","","",""
"PLER","Plantago eriopoda Torr.","","","",""
"PLTW","Plantago eriopoda Torr. var. tweedyi","","","",""
"PLOV","Plantago fastigiata Morris","","","",""
"PLFI3","Plantago firma Kunze ex Walp.","","","",""
"PLPA4","Plantago glabrifolia","","","",""
"PLOV","Plantago gooddingii A. Nelson & Kennedy","","","",""
"PLPA4","Plantago grayana Pilg.","","","",""
"PLPA4","Plantago grayana Pilg. var. abrotanelloides Skottsb.","","","",""
"PLMA2","Plantago halophila E.P. Bicknell","","","",""
"PLHA2","Plantago hawaiensis","","","",""
"PLHA2","Plantago hawaiensis","","","",""
"PLHE","Plantago helleri Small","","","",""
"PLHE2","Plantago heterophylla Nutt.","","","",""
"PLPA4","Plantago hillebrandii Pilg.","","","",""
"PLAUH","Plantago hirtella Kunth","","","",""
"PLAUH","Plantago hirtella Kunth ssp. galeottiana","","","",""
"PLAUH","Plantago hirtella Kunth var. galeottiana","","","",""
"PLAUH","Plantago hirtella Kunth var. mollior Pilg.","","","",""
"PLHO","Plantago hookeriana Fisch. & C.A. Mey.","","","",""
"PLER3","Plantago hookeriana Fisch. & C.A. Mey. var. californica","","","",""
"PLWR","Plantago hookeriana Fisch. & C.A. Mey. var. nuda","","","",""
"PLPU","Plantago hybrida W.P.C. Barton","","","",""
